primary_type,date,value
INTERFERENCE WITH PUBLIC OFFICER,2017-12-31,1
INTERFERENCE WITH PUBLIC OFFICER,2018-01-01,2
INTERFERENCE WITH PUBLIC OFFICER,2018-01-02,1
INTERFERENCE WITH PUBLIC OFFICER,2018-01-03,3
INTERFERENCE WITH PUBLIC OFFICER,2018-01-04,4
INTERFERENCE WITH PUBLIC OFFICER,2018-01-05,2
INTERFERENCE WITH PUBLIC OFFICER,2018-01-06,3
INTERFERENCE WITH PUBLIC OFFICER,2018-01-07,2
INTERFERENCE WITH PUBLIC OFFICER,2018-01-08,3
INTERFERENCE WITH PUBLIC OFFICER,2018-01-09,1
INTERFERENCE WITH PUBLIC OFFICER,2018-01-10,3
INTERFERENCE WITH PUBLIC OFFICER,2018-01-11,6
INTERFERENCE WITH PUBLIC OFFICER,2018-01-12,3
INTERFERENCE WITH PUBLIC OFFICER,2018-01-14,1
INTERFERENCE WITH PUBLIC OFFICER,2018-02-09,1
INTERFERENCE WITH PUBLIC OFFICER,2018-03-30,1
INTERFERENCE WITH PUBLIC OFFICER,2018-04-08,1
INTERFERENCE WITH PUBLIC OFFICER,2018-06-09,1
INTERFERENCE WITH PUBLIC OFFICER,2018-06-25,1
INTERFERENCE WITH PUBLIC OFFICER,2018-06-27,1
INTERFERENCE WITH PUBLIC OFFICER,2018-07-05,1
INTERFERENCE WITH PUBLIC OFFICER,2018-08-23,1
INTERFERENCE WITH PUBLIC OFFICER,2018-09-08,1
INTERFERENCE WITH PUBLIC OFFICER,2018-10-05,1
INTERFERENCE WITH PUBLIC OFFICER,2018-10-14,1
INTERFERENCE WITH PUBLIC OFFICER,2018-11-29,1
INTERFERENCE WITH PUBLIC OFFICER,2019-03-03,1
INTERFERENCE WITH PUBLIC OFFICER,2019-03-31,1
INTERFERENCE WITH PUBLIC OFFICER,2019-05-27,1
INTERFERENCE WITH PUBLIC OFFICER,2019-05-30,1
INTERFERENCE WITH PUBLIC OFFICER,2019-06-08,1
INTERFERENCE WITH PUBLIC OFFICER,2019-06-20,1
INTERFERENCE WITH PUBLIC OFFICER,2019-07-10,1
INTERFERENCE WITH PUBLIC OFFICER,2019-07-13,1
INTERFERENCE WITH PUBLIC OFFICER,2019-07-23,1
INTERFERENCE WITH PUBLIC OFFICER,2019-08-16,1
INTERFERENCE WITH PUBLIC OFFICER,2019-08-31,1
INTERFERENCE WITH PUBLIC OFFICER,2019-09-16,1
INTERFERENCE WITH PUBLIC OFFICER,2019-10-26,1
INTERFERENCE WITH PUBLIC OFFICER,2019-11-01,1
INTERFERENCE WITH PUBLIC OFFICER,2019-11-18,1
INTERFERENCE WITH PUBLIC OFFICER,2019-12-11,1
INTERFERENCE WITH PUBLIC OFFICER,2019-12-12,1
INTERFERENCE WITH PUBLIC OFFICER,2020-01-09,1
INTERFERENCE WITH PUBLIC OFFICER,2020-01-20,1
INTERFERENCE WITH PUBLIC OFFICER,2020-02-10,1
INTERFERENCE WITH PUBLIC OFFICER,2020-03-03,1
INTERFERENCE WITH PUBLIC OFFICER,2020-04-06,1
INTERFERENCE WITH PUBLIC OFFICER,2020-04-09,1
INTERFERENCE WITH PUBLIC OFFICER,2020-05-30,2
INTERFERENCE WITH PUBLIC OFFICER,2020-11-06,1
INTERFERENCE WITH PUBLIC OFFICER,2020-11-21,1
INTERFERENCE WITH PUBLIC OFFICER,2021-03-17,1
INTERFERENCE WITH PUBLIC OFFICER,2021-03-24,1
INTERFERENCE WITH PUBLIC OFFICER,2021-06-02,1
INTERFERENCE WITH PUBLIC OFFICER,2021-07-09,1
INTERFERENCE WITH PUBLIC OFFICER,2021-08-27,1
INTERFERENCE WITH PUBLIC OFFICER,2021-09-22,1
INTERFERENCE WITH PUBLIC OFFICER,2021-11-21,1
INTERFERENCE WITH PUBLIC OFFICER,2021-12-31,1
INTERFERENCE WITH PUBLIC OFFICER,2022-08-23,1
INTERFERENCE WITH PUBLIC OFFICER,2022-10-09,1
INTERFERENCE WITH PUBLIC OFFICER,2022-11-21,1
INTERFERENCE WITH PUBLIC OFFICER,2023-01-02,2
INTERFERENCE WITH PUBLIC OFFICER,2023-01-03,3
INTERFERENCE WITH PUBLIC OFFICER,2023-01-05,1
INTERFERENCE WITH PUBLIC OFFICER,2023-01-06,1
INTERFERENCE WITH PUBLIC OFFICER,2023-01-09,2
INTERFERENCE WITH PUBLIC OFFICER,2023-01-10,1
INTERFERENCE WITH PUBLIC OFFICER,2023-01-11,1
INTERFERENCE WITH PUBLIC OFFICER,2023-01-12,2
INTERFERENCE WITH PUBLIC OFFICER,2023-01-14,1
INTERFERENCE WITH PUBLIC OFFICER,2023-01-15,1
INTERFERENCE WITH PUBLIC OFFICER,2023-01-18,1
INTERFERENCE WITH PUBLIC OFFICER,2023-01-21,1
INTERFERENCE WITH PUBLIC OFFICER,2023-01-22,2
INTERFERENCE WITH PUBLIC OFFICER,2023-01-23,4
INTERFERENCE WITH PUBLIC OFFICER,2023-01-24,2
INTERFERENCE WITH PUBLIC OFFICER,2023-01-25,1
INTERFERENCE WITH PUBLIC OFFICER,2023-01-26,2
INTERFERENCE WITH PUBLIC OFFICER,2023-01-29,2
INTERFERENCE WITH PUBLIC OFFICER,2023-01-30,1
INTERFERENCE WITH PUBLIC OFFICER,2023-01-31,1
INTERFERENCE WITH PUBLIC OFFICER,2023-02-01,2
INTERFERENCE WITH PUBLIC OFFICER,2023-02-02,2
INTERFERENCE WITH PUBLIC OFFICER,2023-02-03,1
INTERFERENCE WITH PUBLIC OFFICER,2023-02-04,2
INTERFERENCE WITH PUBLIC OFFICER,2023-02-05,3
INTERFERENCE WITH PUBLIC OFFICER,2023-02-06,4
INTERFERENCE WITH PUBLIC OFFICER,2023-02-07,1
INTERFERENCE WITH PUBLIC OFFICER,2023-02-08,1
INTERFERENCE WITH PUBLIC OFFICER,2023-02-10,1
INTERFERENCE WITH PUBLIC OFFICER,2023-02-11,2
INTERFERENCE WITH PUBLIC OFFICER,2023-02-13,6
INTERFERENCE WITH PUBLIC OFFICER,2023-02-14,2
INTERFERENCE WITH PUBLIC OFFICER,2023-02-15,3
INTERFERENCE WITH PUBLIC OFFICER,2023-02-17,2
INTERFERENCE WITH PUBLIC OFFICER,2023-02-18,3
INTERFERENCE WITH PUBLIC OFFICER,2023-02-19,3
INTERFERENCE WITH PUBLIC OFFICER,2023-02-20,1
INTERFERENCE WITH PUBLIC OFFICER,2023-02-21,2
INTERFERENCE WITH PUBLIC OFFICER,2023-02-22,1
INTERFERENCE WITH PUBLIC OFFICER,2023-02-23,4
INTERFERENCE WITH PUBLIC OFFICER,2023-02-24,2
INTERFERENCE WITH PUBLIC OFFICER,2023-02-25,1
INTERFERENCE WITH PUBLIC OFFICER,2023-02-26,1
INTERFERENCE WITH PUBLIC OFFICER,2023-02-27,2
INTERFERENCE WITH PUBLIC OFFICER,2023-02-28,4
INTERFERENCE WITH PUBLIC OFFICER,2023-03-01,1
INTERFERENCE WITH PUBLIC OFFICER,2023-03-02,2
INTERFERENCE WITH PUBLIC OFFICER,2023-03-03,1
INTERFERENCE WITH PUBLIC OFFICER,2023-03-04,1
INTERFERENCE WITH PUBLIC OFFICER,2023-03-05,1
INTERFERENCE WITH PUBLIC OFFICER,2023-03-06,1
INTERFERENCE WITH PUBLIC OFFICER,2023-03-07,2
INTERFERENCE WITH PUBLIC OFFICER,2023-03-12,1
INTERFERENCE WITH PUBLIC OFFICER,2023-03-13,2
INTERFERENCE WITH PUBLIC OFFICER,2023-03-14,2
INTERFERENCE WITH PUBLIC OFFICER,2023-03-15,2
INTERFERENCE WITH PUBLIC OFFICER,2023-03-17,1
INTERFERENCE WITH PUBLIC OFFICER,2023-03-18,2
INTERFERENCE WITH PUBLIC OFFICER,2023-03-19,3
INTERFERENCE WITH PUBLIC OFFICER,2023-03-20,4
INTERFERENCE WITH PUBLIC OFFICER,2023-03-21,2
INTERFERENCE WITH PUBLIC OFFICER,2023-03-22,2
INTERFERENCE WITH PUBLIC OFFICER,2023-03-23,1
INTERFERENCE WITH PUBLIC OFFICER,2023-03-24,5
INTERFERENCE WITH PUBLIC OFFICER,2023-03-25,4
INTERFERENCE WITH PUBLIC OFFICER,2023-03-26,2
INTERFERENCE WITH PUBLIC OFFICER,2023-03-27,4
INTERFERENCE WITH PUBLIC OFFICER,2023-03-28,4
INTERFERENCE WITH PUBLIC OFFICER,2023-03-29,4
INTERFERENCE WITH PUBLIC OFFICER,2023-03-30,5
INTERFERENCE WITH PUBLIC OFFICER,2023-03-31,2
INTERFERENCE WITH PUBLIC OFFICER,2023-04-01,2
INTERFERENCE WITH PUBLIC OFFICER,2023-04-04,1
INTERFERENCE WITH PUBLIC OFFICER,2023-04-05,2
INTERFERENCE WITH PUBLIC OFFICER,2023-04-06,3
INTERFERENCE WITH PUBLIC OFFICER,2023-04-07,5
INTERFERENCE WITH PUBLIC OFFICER,2023-04-08,1
INTERFERENCE WITH PUBLIC OFFICER,2023-04-09,3
INTERFERENCE WITH PUBLIC OFFICER,2023-04-10,3
INTERFERENCE WITH PUBLIC OFFICER,2023-04-11,4
INTERFERENCE WITH PUBLIC OFFICER,2023-04-12,2
INTERFERENCE WITH PUBLIC OFFICER,2023-04-13,1
INTERFERENCE WITH PUBLIC OFFICER,2023-04-15,2
INTERFERENCE WITH PUBLIC OFFICER,2023-04-17,3
INTERFERENCE WITH PUBLIC OFFICER,2023-04-18,3
INTERFERENCE WITH PUBLIC OFFICER,2023-04-19,1
INTERFERENCE WITH PUBLIC OFFICER,2023-04-20,2
INTERFERENCE WITH PUBLIC OFFICER,2023-04-21,1
INTERFERENCE WITH PUBLIC OFFICER,2023-04-22,1
INTERFERENCE WITH PUBLIC OFFICER,2023-04-23,1
INTERFERENCE WITH PUBLIC OFFICER,2023-04-24,2
INTERFERENCE WITH PUBLIC OFFICER,2023-04-25,1
INTERFERENCE WITH PUBLIC OFFICER,2023-04-26,1
INTERFERENCE WITH PUBLIC OFFICER,2023-04-28,3
INTERFERENCE WITH PUBLIC OFFICER,2023-04-30,3
INTERFERENCE WITH PUBLIC OFFICER,2023-05-01,5
INTERFERENCE WITH PUBLIC OFFICER,2023-05-02,2
INTERFERENCE WITH PUBLIC OFFICER,2023-05-03,3
INTERFERENCE WITH PUBLIC OFFICER,2023-05-04,1
INTERFERENCE WITH PUBLIC OFFICER,2023-05-05,1
INTERFERENCE WITH PUBLIC OFFICER,2023-05-08,1
INTERFERENCE WITH PUBLIC OFFICER,2023-05-09,3
INTERFERENCE WITH PUBLIC OFFICER,2023-05-11,5
INTERFERENCE WITH PUBLIC OFFICER,2023-05-12,3
INTERFERENCE WITH PUBLIC OFFICER,2023-05-13,3
INTERFERENCE WITH PUBLIC OFFICER,2023-05-14,3
INTERFERENCE WITH PUBLIC OFFICER,2023-05-18,1
INTERFERENCE WITH PUBLIC OFFICER,2023-05-19,2
INTERFERENCE WITH PUBLIC OFFICER,2023-05-20,1
INTERFERENCE WITH PUBLIC OFFICER,2023-05-22,3
INTERFERENCE WITH PUBLIC OFFICER,2023-05-26,2
INTERFERENCE WITH PUBLIC OFFICER,2023-05-27,2
INTERFERENCE WITH PUBLIC OFFICER,2023-05-29,2
INTERFERENCE WITH PUBLIC OFFICER,2023-05-30,1
INTERFERENCE WITH PUBLIC OFFICER,2023-05-31,1
INTERFERENCE WITH PUBLIC OFFICER,2023-06-02,3
INTERFERENCE WITH PUBLIC OFFICER,2023-06-03,2
INTERFERENCE WITH PUBLIC OFFICER,2023-06-05,1
INTERFERENCE WITH PUBLIC OFFICER,2023-06-06,1
INTERFERENCE WITH PUBLIC OFFICER,2023-06-07,2
INTERFERENCE WITH PUBLIC OFFICER,2023-06-08,2
INTERFERENCE WITH PUBLIC OFFICER,2023-06-09,3
INTERFERENCE WITH PUBLIC OFFICER,2023-06-10,1
INTERFERENCE WITH PUBLIC OFFICER,2023-06-11,2
INTERFERENCE WITH PUBLIC OFFICER,2023-06-12,2
INTERFERENCE WITH PUBLIC OFFICER,2023-06-13,2
INTERFERENCE WITH PUBLIC OFFICER,2023-06-14,1
INTERFERENCE WITH PUBLIC OFFICER,2023-06-15,2
INTERFERENCE WITH PUBLIC OFFICER,2023-06-16,2
INTERFERENCE WITH PUBLIC OFFICER,2023-06-17,2
INTERFERENCE WITH PUBLIC OFFICER,2023-06-19,4
INTERFERENCE WITH PUBLIC OFFICER,2023-06-20,1
INTERFERENCE WITH PUBLIC OFFICER,2023-06-21,1
INTERFERENCE WITH PUBLIC OFFICER,2023-06-22,2
INTERFERENCE WITH PUBLIC OFFICER,2023-06-24,1
INTERFERENCE WITH PUBLIC OFFICER,2023-06-25,1
INTERFERENCE WITH PUBLIC OFFICER,2023-06-26,1
INTERFERENCE WITH PUBLIC OFFICER,2023-06-29,1
INTERFERENCE WITH PUBLIC OFFICER,2023-06-30,1
INTERFERENCE WITH PUBLIC OFFICER,2023-07-01,3
INTERFERENCE WITH PUBLIC OFFICER,2023-07-02,2
INTERFERENCE WITH PUBLIC OFFICER,2023-07-04,1
INTERFERENCE WITH PUBLIC OFFICER,2023-07-05,1
INTERFERENCE WITH PUBLIC OFFICER,2023-07-06,2
INTERFERENCE WITH PUBLIC OFFICER,2023-07-07,2
INTERFERENCE WITH PUBLIC OFFICER,2023-07-08,3
INTERFERENCE WITH PUBLIC OFFICER,2023-07-09,2
INTIMIDATION,2010-04-09,1
INTIMIDATION,2010-06-22,1
INTIMIDATION,2011-03-01,1
INTIMIDATION,2011-07-01,1
INTIMIDATION,2011-12-25,1
INTIMIDATION,2013-01-10,1
INTIMIDATION,2013-03-12,1
INTIMIDATION,2013-05-01,1
INTIMIDATION,2013-10-04,1
INTIMIDATION,2014-01-22,1
INTIMIDATION,2014-04-04,1
INTIMIDATION,2015-01-02,1
INTIMIDATION,2015-03-09,1
INTIMIDATION,2015-03-14,1
INTIMIDATION,2015-03-21,1
INTIMIDATION,2015-03-26,1
INTIMIDATION,2015-03-28,1
INTIMIDATION,2015-03-30,1
INTIMIDATION,2015-03-31,1
INTIMIDATION,2015-04-01,1
INTIMIDATION,2015-04-03,1
INTIMIDATION,2015-04-08,1
INTIMIDATION,2015-04-09,1
INTIMIDATION,2015-04-19,1
INTIMIDATION,2015-04-21,1
INTIMIDATION,2015-04-22,1
INTIMIDATION,2015-04-23,1
INTIMIDATION,2015-05-01,2
INTIMIDATION,2015-05-07,1
INTIMIDATION,2015-05-11,1
INTIMIDATION,2015-05-14,1
INTIMIDATION,2015-05-21,1
INTIMIDATION,2015-05-23,2
INTIMIDATION,2015-05-27,1
INTIMIDATION,2015-05-28,1
INTIMIDATION,2015-05-29,1
INTIMIDATION,2015-06-02,2
INTIMIDATION,2015-06-03,1
INTIMIDATION,2015-06-05,1
INTIMIDATION,2015-06-06,1
INTIMIDATION,2015-06-15,1
INTIMIDATION,2015-06-17,1
INTIMIDATION,2015-06-22,1
INTIMIDATION,2015-06-30,2
INTIMIDATION,2015-07-03,1
INTIMIDATION,2015-07-04,1
INTIMIDATION,2015-07-05,2
INTIMIDATION,2015-07-08,1
INTIMIDATION,2015-07-11,1
INTIMIDATION,2015-07-25,1
INTIMIDATION,2015-07-28,1
INTIMIDATION,2015-07-29,2
INTIMIDATION,2015-08-05,1
INTIMIDATION,2015-08-07,2
INTIMIDATION,2015-08-10,1
INTIMIDATION,2015-08-12,1
INTIMIDATION,2015-08-13,1
INTIMIDATION,2015-08-14,1
INTIMIDATION,2015-08-18,1
INTIMIDATION,2015-08-20,2
INTIMIDATION,2015-08-23,1
INTIMIDATION,2015-08-24,1
INTIMIDATION,2015-08-25,1
INTIMIDATION,2015-08-30,1
INTIMIDATION,2015-08-31,1
INTIMIDATION,2015-09-02,1
INTIMIDATION,2015-09-06,1
INTIMIDATION,2015-09-08,1
INTIMIDATION,2015-09-11,1
INTIMIDATION,2015-09-15,1
INTIMIDATION,2015-09-16,1
INTIMIDATION,2015-09-19,1
INTIMIDATION,2015-09-24,1
INTIMIDATION,2015-09-26,2
INTIMIDATION,2015-10-08,1
INTIMIDATION,2015-10-10,2
INTIMIDATION,2015-10-12,1
INTIMIDATION,2015-10-16,2
INTIMIDATION,2015-10-18,1
INTIMIDATION,2015-10-19,2
INTIMIDATION,2015-10-23,1
INTIMIDATION,2015-10-24,1
INTIMIDATION,2015-10-26,1
INTIMIDATION,2015-10-29,1
INTIMIDATION,2015-11-04,1
INTIMIDATION,2015-11-10,1
INTIMIDATION,2015-11-13,1
INTIMIDATION,2015-11-18,1
INTIMIDATION,2015-12-08,2
INTIMIDATION,2015-12-09,2
INTIMIDATION,2015-12-10,1
INTIMIDATION,2015-12-14,1
INTIMIDATION,2015-12-16,1
INTIMIDATION,2015-12-20,1
INTIMIDATION,2015-12-23,1
INTIMIDATION,2015-12-28,1
INTIMIDATION,2015-12-29,1
INTIMIDATION,2016-01-01,1
INTIMIDATION,2016-01-04,1
INTIMIDATION,2016-01-06,1
INTIMIDATION,2016-01-13,1
INTIMIDATION,2016-01-14,1
INTIMIDATION,2016-01-17,1
INTIMIDATION,2016-01-23,1
INTIMIDATION,2016-01-25,1
INTIMIDATION,2016-01-28,1
INTIMIDATION,2016-01-31,1
INTIMIDATION,2016-02-05,1
INTIMIDATION,2016-02-09,1
INTIMIDATION,2016-02-11,1
INTIMIDATION,2016-02-18,2
INTIMIDATION,2016-02-21,1
INTIMIDATION,2016-02-25,1
INTIMIDATION,2016-02-29,1
INTIMIDATION,2016-03-03,1
INTIMIDATION,2016-03-04,1
INTIMIDATION,2016-03-06,1
INTIMIDATION,2016-03-10,1
INTIMIDATION,2016-03-14,1
INTIMIDATION,2016-03-18,1
INTIMIDATION,2016-03-23,1
INTIMIDATION,2016-03-25,1
INTIMIDATION,2016-03-30,1
INTIMIDATION,2016-04-01,2
INTIMIDATION,2016-04-11,1
INTIMIDATION,2016-04-12,2
INTIMIDATION,2016-04-13,1
INTIMIDATION,2016-04-14,1
INTIMIDATION,2016-04-27,1
INTIMIDATION,2016-04-28,1
INTIMIDATION,2016-05-01,1
INTIMIDATION,2016-05-08,1
INTIMIDATION,2016-05-10,1
INTIMIDATION,2016-05-11,1
INTIMIDATION,2016-05-18,1
INTIMIDATION,2016-05-19,1
INTIMIDATION,2016-05-20,1
INTIMIDATION,2016-05-23,2
INTIMIDATION,2016-05-24,1
INTIMIDATION,2016-05-27,1
INTIMIDATION,2016-05-31,1
INTIMIDATION,2016-06-01,2
INTIMIDATION,2016-06-14,1
INTIMIDATION,2016-06-16,1
INTIMIDATION,2016-06-17,2
INTIMIDATION,2016-06-20,2
INTIMIDATION,2016-06-23,3
INTIMIDATION,2016-06-27,1
INTIMIDATION,2016-06-29,2
INTIMIDATION,2016-07-04,1
INTIMIDATION,2016-07-12,1
INTIMIDATION,2016-07-13,1
INTIMIDATION,2016-07-18,3
INTIMIDATION,2016-07-21,2
INTIMIDATION,2016-07-24,1
INTIMIDATION,2016-07-29,1
INTIMIDATION,2016-08-02,2
INTIMIDATION,2016-08-04,1
INTIMIDATION,2016-08-05,1
INTIMIDATION,2016-08-07,1
INTIMIDATION,2016-08-10,2
INTIMIDATION,2016-08-12,2
INTIMIDATION,2016-08-13,1
INTIMIDATION,2016-08-16,1
INTIMIDATION,2016-08-20,2
INTIMIDATION,2016-08-22,1
INTIMIDATION,2016-08-27,1
INTIMIDATION,2016-09-01,3
INTIMIDATION,2016-09-07,1
INTIMIDATION,2016-09-09,1
INTIMIDATION,2016-09-11,1
INTIMIDATION,2016-09-15,1
INTIMIDATION,2016-09-19,1
INTIMIDATION,2016-09-25,1
INTIMIDATION,2016-09-26,1
INTIMIDATION,2016-09-30,1
INTIMIDATION,2016-10-01,1
INTIMIDATION,2016-10-03,1
INTIMIDATION,2016-10-04,1
INTIMIDATION,2016-10-11,1
INTIMIDATION,2016-10-13,1
INTIMIDATION,2016-10-16,1
INTIMIDATION,2016-10-18,1
INTIMIDATION,2016-10-20,1
INTIMIDATION,2016-10-22,1
INTIMIDATION,2016-10-23,1
INTIMIDATION,2016-10-24,1
INTIMIDATION,2016-11-01,1
INTIMIDATION,2016-11-03,1
INTIMIDATION,2016-11-04,2
INTIMIDATION,2016-11-05,1
INTIMIDATION,2016-11-10,1
INTIMIDATION,2016-11-14,1
INTIMIDATION,2016-11-16,1
INTIMIDATION,2016-11-21,1
INTIMIDATION,2016-11-22,1
INTIMIDATION,2016-11-25,1
INTIMIDATION,2016-11-26,1
INTIMIDATION,2016-11-29,1
INTIMIDATION,2016-11-30,1
INTIMIDATION,2016-12-02,1
INTIMIDATION,2016-12-06,2
INTIMIDATION,2016-12-08,1
INTIMIDATION,2016-12-09,1
INTIMIDATION,2016-12-15,2
INTIMIDATION,2016-12-16,2
INTIMIDATION,2016-12-23,1
INTIMIDATION,2016-12-24,1
INTIMIDATION,2016-12-28,1
INTIMIDATION,2016-12-30,1
INTIMIDATION,2017-01-01,1
INTIMIDATION,2017-01-03,2
INTIMIDATION,2017-01-10,1
INTIMIDATION,2017-01-12,1
INTIMIDATION,2017-01-13,1
INTIMIDATION,2017-01-14,1
INTIMIDATION,2017-01-23,1
INTIMIDATION,2017-01-30,1
INTIMIDATION,2017-02-01,1
INTIMIDATION,2017-02-02,1
INTIMIDATION,2017-02-03,1
INTIMIDATION,2017-02-04,2
INTIMIDATION,2017-02-08,1
INTIMIDATION,2017-02-09,1
INTIMIDATION,2017-02-11,1
INTIMIDATION,2017-02-14,1
INTIMIDATION,2017-02-20,1
INTIMIDATION,2017-02-21,1
INTIMIDATION,2017-02-22,4
INTIMIDATION,2017-03-05,2
INTIMIDATION,2017-03-15,3
INTIMIDATION,2017-03-16,2
INTIMIDATION,2017-03-20,2
INTIMIDATION,2017-03-22,2
INTIMIDATION,2017-03-26,1
INTIMIDATION,2017-03-30,1
INTIMIDATION,2017-03-31,1
INTIMIDATION,2017-04-02,1
INTIMIDATION,2017-04-04,1
INTIMIDATION,2017-04-06,2
INTIMIDATION,2017-04-10,1
INTIMIDATION,2017-04-14,1
INTIMIDATION,2017-04-18,2
INTIMIDATION,2017-04-20,1
INTIMIDATION,2017-04-25,1
INTIMIDATION,2017-04-26,1
INTIMIDATION,2017-05-02,1
INTIMIDATION,2017-05-04,1
INTIMIDATION,2017-05-08,1
INTIMIDATION,2017-05-09,1
INTIMIDATION,2017-05-11,1
INTIMIDATION,2017-05-24,1
INTIMIDATION,2017-05-25,1
INTIMIDATION,2017-05-28,1
INTIMIDATION,2017-06-01,1
INTIMIDATION,2017-06-05,1
INTIMIDATION,2017-06-08,2
INTIMIDATION,2017-06-09,2
INTIMIDATION,2017-06-14,3
INTIMIDATION,2017-06-15,1
INTIMIDATION,2017-06-17,1
INTIMIDATION,2017-06-21,1
INTIMIDATION,2017-06-27,1
INTIMIDATION,2017-06-28,1
INTIMIDATION,2017-06-29,1
INTIMIDATION,2017-07-02,1
INTIMIDATION,2017-07-04,1
INTIMIDATION,2017-07-06,1
INTIMIDATION,2017-07-09,1
INTIMIDATION,2017-07-11,1
INTIMIDATION,2017-07-13,1
INTIMIDATION,2017-07-14,1
INTIMIDATION,2017-07-19,3
INTIMIDATION,2017-07-23,1
INTIMIDATION,2017-07-26,1
INTIMIDATION,2017-07-27,1
INTIMIDATION,2017-08-02,1
INTIMIDATION,2017-08-03,1
INTIMIDATION,2017-08-06,1
INTIMIDATION,2017-08-09,1
INTIMIDATION,2017-08-10,1
INTIMIDATION,2017-08-11,2
INTIMIDATION,2017-08-12,2
INTIMIDATION,2017-08-17,1
INTIMIDATION,2017-08-21,1
INTIMIDATION,2017-08-24,2
INTIMIDATION,2017-08-26,1
INTIMIDATION,2017-08-29,2
INTIMIDATION,2017-09-01,1
INTIMIDATION,2017-09-02,2
INTIMIDATION,2017-09-03,1
INTIMIDATION,2017-09-09,1
INTIMIDATION,2017-09-13,1
INTIMIDATION,2017-09-19,2
INTIMIDATION,2017-09-21,3
INTIMIDATION,2017-09-25,2
INTIMIDATION,2017-09-30,2
INTIMIDATION,2017-10-01,1
INTIMIDATION,2017-10-02,1
INTIMIDATION,2017-10-08,1
INTIMIDATION,2017-10-09,1
INTIMIDATION,2017-10-18,1
INTIMIDATION,2017-10-26,1
INTIMIDATION,2017-10-28,2
INTIMIDATION,2017-10-30,3
INTIMIDATION,2017-11-01,1
INTIMIDATION,2017-11-06,1
INTIMIDATION,2017-11-09,1
INTIMIDATION,2017-11-12,1
INTIMIDATION,2017-11-17,2
INTIMIDATION,2017-11-21,1
INTIMIDATION,2017-11-26,1
INTIMIDATION,2017-11-28,1
INTIMIDATION,2017-12-04,1
INTIMIDATION,2017-12-06,1
INTIMIDATION,2017-12-10,1
INTIMIDATION,2017-12-11,2
INTIMIDATION,2017-12-12,1
INTIMIDATION,2017-12-16,1
INTIMIDATION,2017-12-17,1
INTIMIDATION,2017-12-18,1
INTIMIDATION,2017-12-19,2
INTIMIDATION,2017-12-20,1
INTIMIDATION,2017-12-27,1
INTIMIDATION,2017-12-29,1
INTIMIDATION,2018-01-01,1
INTIMIDATION,2018-07-31,1
INTIMIDATION,2019-05-07,1
INTIMIDATION,2019-08-02,1
INTIMIDATION,2020-04-01,1
INTIMIDATION,2020-04-14,1
INTIMIDATION,2020-12-01,1
INTIMIDATION,2020-12-20,1
INTIMIDATION,2021-03-09,1
INTIMIDATION,2021-04-17,1
INTIMIDATION,2021-04-21,1
INTIMIDATION,2021-05-04,1
INTIMIDATION,2021-05-05,1
INTIMIDATION,2021-05-08,1
INTIMIDATION,2021-06-01,1
INTIMIDATION,2021-10-23,1
INTIMIDATION,2022-04-15,1
INTIMIDATION,2022-06-13,1
INTIMIDATION,2022-09-01,1
INTIMIDATION,2022-09-04,1
INTIMIDATION,2022-09-15,1
INTIMIDATION,2022-11-01,1
INTIMIDATION,2022-11-22,1
INTIMIDATION,2022-12-14,2
INTIMIDATION,2023-01-02,1
INTIMIDATION,2023-01-04,1
INTIMIDATION,2023-01-06,1
INTIMIDATION,2023-01-08,2
INTIMIDATION,2023-01-09,1
INTIMIDATION,2023-01-10,2
INTIMIDATION,2023-01-11,1
INTIMIDATION,2023-01-12,1
INTIMIDATION,2023-01-13,1
INTIMIDATION,2023-01-15,1
INTIMIDATION,2023-01-16,2
INTIMIDATION,2023-01-18,4
INTIMIDATION,2023-01-19,1
INTIMIDATION,2023-01-21,1
INTIMIDATION,2023-01-23,1
INTIMIDATION,2023-01-25,1
INTIMIDATION,2023-01-26,1
INTIMIDATION,2023-01-28,1
INTIMIDATION,2023-01-29,1
INTIMIDATION,2023-01-30,1
INTIMIDATION,2023-01-31,1
INTIMIDATION,2023-02-01,3
INTIMIDATION,2023-02-06,1
INTIMIDATION,2023-02-07,1
INTIMIDATION,2023-02-08,2
INTIMIDATION,2023-02-11,3
INTIMIDATION,2023-02-13,1
INTIMIDATION,2023-02-15,1
INTIMIDATION,2023-02-16,1
INTIMIDATION,2023-02-17,2
INTIMIDATION,2023-02-19,1
INTIMIDATION,2023-02-20,2
INTIMIDATION,2023-02-23,1
INTIMIDATION,2023-02-25,1
INTIMIDATION,2023-03-03,1
INTIMIDATION,2023-03-04,2
INTIMIDATION,2023-03-05,1
INTIMIDATION,2023-03-06,1
INTIMIDATION,2023-03-07,1
INTIMIDATION,2023-03-08,1
INTIMIDATION,2023-03-09,2
INTIMIDATION,2023-03-10,1
INTIMIDATION,2023-03-11,2
INTIMIDATION,2023-03-13,3
INTIMIDATION,2023-03-16,1
INTIMIDATION,2023-03-17,3
INTIMIDATION,2023-03-19,2
INTIMIDATION,2023-03-21,1
INTIMIDATION,2023-03-22,2
INTIMIDATION,2023-03-23,1
INTIMIDATION,2023-03-24,1
INTIMIDATION,2023-03-25,1
INTIMIDATION,2023-03-26,1
INTIMIDATION,2023-03-28,1
