primary_type,date,value
CRIMINAL SEXUAL ASSAULT,2020-07-05,1
CRIMINAL SEXUAL ASSAULT,2020-07-15,1
CRIMINAL SEXUAL ASSAULT,2020-07-20,1
CRIMINAL SEXUAL ASSAULT,2020-07-25,1
CRIMINAL SEXUAL ASSAULT,2020-08-01,4
CRIMINAL SEXUAL ASSAULT,2020-08-02,1
CRIMINAL SEXUAL ASSAULT,2020-08-03,1
CRIMINAL SEXUAL ASSAULT,2020-08-10,1
CRIMINAL SEXUAL ASSAULT,2020-08-11,1
CRIMINAL SEXUAL ASSAULT,2020-08-14,1
CRIMINAL SEXUAL ASSAULT,2020-08-17,1
CRIMINAL SEXUAL ASSAULT,2020-08-21,2
CRIMINAL SEXUAL ASSAULT,2020-08-25,1
CRIMINAL SEXUAL ASSAULT,2020-08-30,1
CRIMINAL SEXUAL ASSAULT,2020-09-01,4
CRIMINAL SEXUAL ASSAULT,2020-09-04,1
CRIMINAL SEXUAL ASSAULT,2020-09-05,1
CRIMINAL SEXUAL ASSAULT,2020-09-21,1
CRIMINAL SEXUAL ASSAULT,2020-09-22,1
CRIMINAL SEXUAL ASSAULT,2020-09-23,1
CRIMINAL SEXUAL ASSAULT,2020-10-01,3
CRIMINAL SEXUAL ASSAULT,2020-10-08,1
CRIMINAL SEXUAL ASSAULT,2020-10-11,1
CRIMINAL SEXUAL ASSAULT,2020-10-12,2
CRIMINAL SEXUAL ASSAULT,2020-10-20,2
CRIMINAL SEXUAL ASSAULT,2020-10-24,1
CRIMINAL SEXUAL ASSAULT,2020-10-28,2
CRIMINAL SEXUAL ASSAULT,2020-10-30,1
CRIMINAL SEXUAL ASSAULT,2020-11-01,5
CRIMINAL SEXUAL ASSAULT,2020-11-04,1
CRIMINAL SEXUAL ASSAULT,2020-11-15,1
CRIMINAL SEXUAL ASSAULT,2020-11-19,1
CRIMINAL SEXUAL ASSAULT,2020-11-21,1
CRIMINAL SEXUAL ASSAULT,2020-11-22,1
CRIMINAL SEXUAL ASSAULT,2020-11-26,1
CRIMINAL SEXUAL ASSAULT,2020-11-29,1
CRIMINAL SEXUAL ASSAULT,2020-12-01,4
CRIMINAL SEXUAL ASSAULT,2020-12-03,1
CRIMINAL SEXUAL ASSAULT,2020-12-04,1
CRIMINAL SEXUAL ASSAULT,2020-12-09,1
CRIMINAL SEXUAL ASSAULT,2020-12-11,1
CRIMINAL SEXUAL ASSAULT,2020-12-14,2
CRIMINAL SEXUAL ASSAULT,2020-12-17,1
CRIMINAL SEXUAL ASSAULT,2020-12-18,1
CRIMINAL SEXUAL ASSAULT,2020-12-20,2
CRIMINAL SEXUAL ASSAULT,2020-12-22,1
CRIMINAL SEXUAL ASSAULT,2020-12-27,1
CRIMINAL SEXUAL ASSAULT,2021-01-01,4
CRIMINAL SEXUAL ASSAULT,2021-01-03,1
CRIMINAL SEXUAL ASSAULT,2021-01-17,1
CRIMINAL SEXUAL ASSAULT,2021-01-22,2
CRIMINAL SEXUAL ASSAULT,2021-02-01,1
CRIMINAL SEXUAL ASSAULT,2021-02-28,1
CRIMINAL SEXUAL ASSAULT,2021-03-01,2
CRIMINAL SEXUAL ASSAULT,2021-03-25,1
CRIMINAL SEXUAL ASSAULT,2021-03-31,1
CRIMINAL SEXUAL ASSAULT,2021-04-03,1
CRIMINAL SEXUAL ASSAULT,2021-04-14,1
CRIMINAL SEXUAL ASSAULT,2021-04-21,1
CRIMINAL SEXUAL ASSAULT,2021-04-26,1
CRIMINAL SEXUAL ASSAULT,2021-05-01,1
CRIMINAL SEXUAL ASSAULT,2021-05-04,1
CRIMINAL SEXUAL ASSAULT,2021-05-12,1
CRIMINAL SEXUAL ASSAULT,2021-05-15,1
CRIMINAL SEXUAL ASSAULT,2021-05-17,1
CRIMINAL SEXUAL ASSAULT,2021-05-22,1
CRIMINAL SEXUAL ASSAULT,2021-05-23,1
CRIMINAL SEXUAL ASSAULT,2021-05-27,1
CRIMINAL SEXUAL ASSAULT,2021-05-31,1
CRIMINAL SEXUAL ASSAULT,2021-06-01,3
CRIMINAL SEXUAL ASSAULT,2021-06-06,1
CRIMINAL SEXUAL ASSAULT,2021-06-08,1
CRIMINAL SEXUAL ASSAULT,2021-06-10,1
CRIMINAL SEXUAL ASSAULT,2021-06-11,1
CRIMINAL SEXUAL ASSAULT,2021-06-20,1
CRIMINAL SEXUAL ASSAULT,2021-06-22,1
CRIMINAL SEXUAL ASSAULT,2021-07-05,1
CRIMINAL SEXUAL ASSAULT,2021-07-07,1
CRIMINAL SEXUAL ASSAULT,2021-07-15,1
CRIMINAL SEXUAL ASSAULT,2021-07-24,1
CRIMINAL SEXUAL ASSAULT,2021-07-25,1
CRIMINAL SEXUAL ASSAULT,2021-07-30,2
CRIMINAL SEXUAL ASSAULT,2021-07-31,1
CRIMINAL SEXUAL ASSAULT,2021-08-01,1
CRIMINAL SEXUAL ASSAULT,2021-08-17,2
CRIMINAL SEXUAL ASSAULT,2021-08-20,1
CRIMINAL SEXUAL ASSAULT,2021-08-23,1
CRIMINAL SEXUAL ASSAULT,2021-09-01,1
CRIMINAL SEXUAL ASSAULT,2021-09-10,1
CRIMINAL SEXUAL ASSAULT,2021-09-21,1
CRIMINAL SEXUAL ASSAULT,2021-09-22,1
CRIMINAL SEXUAL ASSAULT,2021-09-30,1
CRIMINAL SEXUAL ASSAULT,2021-10-01,5
CRIMINAL SEXUAL ASSAULT,2021-10-08,1
CRIMINAL SEXUAL ASSAULT,2021-10-15,2
CRIMINAL SEXUAL ASSAULT,2021-10-16,1
CRIMINAL SEXUAL ASSAULT,2021-10-18,1
CRIMINAL SEXUAL ASSAULT,2021-10-19,1
CRIMINAL SEXUAL ASSAULT,2021-10-25,1
CRIMINAL SEXUAL ASSAULT,2021-10-30,1
CRIMINAL SEXUAL ASSAULT,2021-10-31,1
CRIMINAL SEXUAL ASSAULT,2021-11-01,2
CRIMINAL SEXUAL ASSAULT,2021-11-04,1
CRIMINAL SEXUAL ASSAULT,2021-11-05,1
CRIMINAL SEXUAL ASSAULT,2021-11-07,1
CRIMINAL SEXUAL ASSAULT,2021-11-08,1
CRIMINAL SEXUAL ASSAULT,2021-11-10,2
CRIMINAL SEXUAL ASSAULT,2021-11-11,2
CRIMINAL SEXUAL ASSAULT,2021-11-12,1
CRIMINAL SEXUAL ASSAULT,2021-11-17,1
CRIMINAL SEXUAL ASSAULT,2021-11-21,1
CRIMINAL SEXUAL ASSAULT,2021-11-22,1
CRIMINAL SEXUAL ASSAULT,2021-11-23,1
CRIMINAL SEXUAL ASSAULT,2021-11-24,2
CRIMINAL SEXUAL ASSAULT,2021-11-25,1
CRIMINAL SEXUAL ASSAULT,2021-11-30,1
CRIMINAL SEXUAL ASSAULT,2021-12-01,3
CRIMINAL SEXUAL ASSAULT,2021-12-02,1
CRIMINAL SEXUAL ASSAULT,2021-12-04,1
CRIMINAL SEXUAL ASSAULT,2021-12-05,1
CRIMINAL SEXUAL ASSAULT,2021-12-06,1
CRIMINAL SEXUAL ASSAULT,2021-12-10,1
CRIMINAL SEXUAL ASSAULT,2021-12-12,1
CRIMINAL SEXUAL ASSAULT,2021-12-15,2
CRIMINAL SEXUAL ASSAULT,2021-12-17,1
CRIMINAL SEXUAL ASSAULT,2021-12-19,1
CRIMINAL SEXUAL ASSAULT,2021-12-27,3
CRIMINAL SEXUAL ASSAULT,2021-12-28,1
CRIMINAL SEXUAL ASSAULT,2021-12-29,1
CRIMINAL SEXUAL ASSAULT,2021-12-30,1
CRIMINAL SEXUAL ASSAULT,2022-01-01,2
CRIMINAL SEXUAL ASSAULT,2022-01-31,1
CRIMINAL SEXUAL ASSAULT,2022-02-06,1
CRIMINAL SEXUAL ASSAULT,2022-02-26,1
CRIMINAL SEXUAL ASSAULT,2022-03-01,3
CRIMINAL SEXUAL ASSAULT,2022-03-12,1
CRIMINAL SEXUAL ASSAULT,2022-03-20,1
CRIMINAL SEXUAL ASSAULT,2022-03-28,1
CRIMINAL SEXUAL ASSAULT,2022-04-09,1
CRIMINAL SEXUAL ASSAULT,2022-04-24,1
CRIMINAL SEXUAL ASSAULT,2022-04-30,1
CRIMINAL SEXUAL ASSAULT,2022-05-01,1
CRIMINAL SEXUAL ASSAULT,2022-05-13,1
CRIMINAL SEXUAL ASSAULT,2022-05-17,2
CRIMINAL SEXUAL ASSAULT,2022-05-27,2
CRIMINAL SEXUAL ASSAULT,2022-06-01,2
CRIMINAL SEXUAL ASSAULT,2022-06-03,1
CRIMINAL SEXUAL ASSAULT,2022-06-10,1
CRIMINAL SEXUAL ASSAULT,2022-06-15,1
CRIMINAL SEXUAL ASSAULT,2022-06-19,1
CRIMINAL SEXUAL ASSAULT,2022-06-23,1
CRIMINAL SEXUAL ASSAULT,2022-07-01,3
CRIMINAL SEXUAL ASSAULT,2022-07-02,4
CRIMINAL SEXUAL ASSAULT,2022-07-09,1
CRIMINAL SEXUAL ASSAULT,2022-07-23,1
CRIMINAL SEXUAL ASSAULT,2022-07-24,1
CRIMINAL SEXUAL ASSAULT,2022-07-25,1
CRIMINAL SEXUAL ASSAULT,2022-08-01,1
CRIMINAL SEXUAL ASSAULT,2022-08-02,1
CRIMINAL SEXUAL ASSAULT,2022-08-03,3
CRIMINAL SEXUAL ASSAULT,2022-08-14,1
CRIMINAL SEXUAL ASSAULT,2022-08-17,1
CRIMINAL SEXUAL ASSAULT,2022-08-31,1
CRIMINAL SEXUAL ASSAULT,2022-09-01,3
CRIMINAL SEXUAL ASSAULT,2022-09-05,1
CRIMINAL SEXUAL ASSAULT,2022-09-07,2
CRIMINAL SEXUAL ASSAULT,2022-09-14,1
CRIMINAL SEXUAL ASSAULT,2022-09-25,1
CRIMINAL SEXUAL ASSAULT,2022-10-01,4
CRIMINAL SEXUAL ASSAULT,2022-10-10,2
CRIMINAL SEXUAL ASSAULT,2022-10-15,1
CRIMINAL SEXUAL ASSAULT,2022-10-22,1
CRIMINAL SEXUAL ASSAULT,2022-10-25,2
CRIMINAL SEXUAL ASSAULT,2022-10-26,2
CRIMINAL SEXUAL ASSAULT,2022-10-30,1
CRIMINAL SEXUAL ASSAULT,2022-10-31,1
CRIMINAL SEXUAL ASSAULT,2022-11-02,2
CRIMINAL SEXUAL ASSAULT,2022-11-11,2
CRIMINAL SEXUAL ASSAULT,2022-11-12,1
CRIMINAL SEXUAL ASSAULT,2022-11-13,1
CRIMINAL SEXUAL ASSAULT,2022-11-15,1
CRIMINAL SEXUAL ASSAULT,2022-11-18,1
CRIMINAL SEXUAL ASSAULT,2022-11-19,1
CRIMINAL SEXUAL ASSAULT,2022-11-27,1
CRIMINAL SEXUAL ASSAULT,2022-11-28,1
CRIMINAL SEXUAL ASSAULT,2022-11-29,1
CRIMINAL SEXUAL ASSAULT,2022-11-30,1
CRIMINAL SEXUAL ASSAULT,2022-12-01,2
CRIMINAL SEXUAL ASSAULT,2022-12-03,1
CRIMINAL SEXUAL ASSAULT,2022-12-04,2
CRIMINAL SEXUAL ASSAULT,2022-12-07,1
CRIMINAL SEXUAL ASSAULT,2022-12-10,1
CRIMINAL SEXUAL ASSAULT,2022-12-12,1
CRIMINAL SEXUAL ASSAULT,2022-12-19,1
CRIMINAL SEXUAL ASSAULT,2022-12-23,1
CRIMINAL SEXUAL ASSAULT,2022-12-26,1
CRIMINAL SEXUAL ASSAULT,2022-12-27,1
CRIMINAL SEXUAL ASSAULT,2022-12-28,1
CRIMINAL SEXUAL ASSAULT,2022-12-29,1
CRIMINAL SEXUAL ASSAULT,2022-12-30,1
CRIMINAL SEXUAL ASSAULT,2022-12-31,1
CRIMINAL SEXUAL ASSAULT,2023-01-01,12
CRIMINAL SEXUAL ASSAULT,2023-01-02,5
CRIMINAL SEXUAL ASSAULT,2023-01-03,2
CRIMINAL SEXUAL ASSAULT,2023-01-04,5
CRIMINAL SEXUAL ASSAULT,2023-01-05,4
CRIMINAL SEXUAL ASSAULT,2023-01-06,5
CRIMINAL SEXUAL ASSAULT,2023-01-07,2
CRIMINAL SEXUAL ASSAULT,2023-01-08,6
CRIMINAL SEXUAL ASSAULT,2023-01-09,4
CRIMINAL SEXUAL ASSAULT,2023-01-10,1
CRIMINAL SEXUAL ASSAULT,2023-01-11,3
CRIMINAL SEXUAL ASSAULT,2023-01-12,2
CRIMINAL SEXUAL ASSAULT,2023-01-13,5
CRIMINAL SEXUAL ASSAULT,2023-01-14,5
CRIMINAL SEXUAL ASSAULT,2023-01-15,2
CRIMINAL SEXUAL ASSAULT,2023-01-16,1
CRIMINAL SEXUAL ASSAULT,2023-01-17,5
CRIMINAL SEXUAL ASSAULT,2023-01-18,3
CRIMINAL SEXUAL ASSAULT,2023-01-19,3
CRIMINAL SEXUAL ASSAULT,2023-01-20,3
CRIMINAL SEXUAL ASSAULT,2023-01-21,7
CRIMINAL SEXUAL ASSAULT,2023-01-22,3
CRIMINAL SEXUAL ASSAULT,2023-01-23,4
CRIMINAL SEXUAL ASSAULT,2023-01-24,6
CRIMINAL SEXUAL ASSAULT,2023-01-25,2
CRIMINAL SEXUAL ASSAULT,2023-01-26,4
CRIMINAL SEXUAL ASSAULT,2023-01-27,8
CRIMINAL SEXUAL ASSAULT,2023-01-28,3
CRIMINAL SEXUAL ASSAULT,2023-01-29,4
CRIMINAL SEXUAL ASSAULT,2023-01-30,4
CRIMINAL SEXUAL ASSAULT,2023-01-31,2
CRIMINAL SEXUAL ASSAULT,2023-02-01,12
CRIMINAL SEXUAL ASSAULT,2023-02-02,3
CRIMINAL SEXUAL ASSAULT,2023-02-03,3
CRIMINAL SEXUAL ASSAULT,2023-02-04,3
CRIMINAL SEXUAL ASSAULT,2023-02-05,7
CRIMINAL SEXUAL ASSAULT,2023-02-06,6
CRIMINAL SEXUAL ASSAULT,2023-02-07,3
CRIMINAL SEXUAL ASSAULT,2023-02-08,5
CRIMINAL SEXUAL ASSAULT,2023-02-09,3
CRIMINAL SEXUAL ASSAULT,2023-02-10,2
CRIMINAL SEXUAL ASSAULT,2023-02-11,3
CRIMINAL SEXUAL ASSAULT,2023-02-12,3
CRIMINAL SEXUAL ASSAULT,2023-02-13,4
CRIMINAL SEXUAL ASSAULT,2023-02-14,7
CRIMINAL SEXUAL ASSAULT,2023-02-15,4
CRIMINAL SEXUAL ASSAULT,2023-02-16,1
CRIMINAL SEXUAL ASSAULT,2023-02-17,2
CRIMINAL SEXUAL ASSAULT,2023-02-18,3
CRIMINAL SEXUAL ASSAULT,2023-02-19,2
CRIMINAL SEXUAL ASSAULT,2023-02-20,1
CRIMINAL SEXUAL ASSAULT,2023-02-21,9
CRIMINAL SEXUAL ASSAULT,2023-02-22,4
CRIMINAL SEXUAL ASSAULT,2023-02-23,4
CRIMINAL SEXUAL ASSAULT,2023-02-24,3
CRIMINAL SEXUAL ASSAULT,2023-02-25,3
CRIMINAL SEXUAL ASSAULT,2023-02-26,2
CRIMINAL SEXUAL ASSAULT,2023-02-27,5
CRIMINAL SEXUAL ASSAULT,2023-02-28,3
CRIMINAL SEXUAL ASSAULT,2023-03-01,6
CRIMINAL SEXUAL ASSAULT,2023-03-02,5
CRIMINAL SEXUAL ASSAULT,2023-03-03,4
CRIMINAL SEXUAL ASSAULT,2023-03-05,5
CRIMINAL SEXUAL ASSAULT,2023-03-06,2
CRIMINAL SEXUAL ASSAULT,2023-03-07,1
CRIMINAL SEXUAL ASSAULT,2023-03-08,4
CRIMINAL SEXUAL ASSAULT,2023-03-09,7
CRIMINAL SEXUAL ASSAULT,2023-03-10,3
CRIMINAL SEXUAL ASSAULT,2023-03-11,3
CRIMINAL SEXUAL ASSAULT,2023-03-12,7
CRIMINAL SEXUAL ASSAULT,2023-03-13,3
CRIMINAL SEXUAL ASSAULT,2023-03-14,2
CRIMINAL SEXUAL ASSAULT,2023-03-15,3
CRIMINAL SEXUAL ASSAULT,2023-03-16,4
CRIMINAL SEXUAL ASSAULT,2023-03-17,4
CRIMINAL SEXUAL ASSAULT,2023-03-18,4
CRIMINAL SEXUAL ASSAULT,2023-03-19,3
CRIMINAL SEXUAL ASSAULT,2023-03-20,3
CRIMINAL SEXUAL ASSAULT,2023-03-21,3
CRIMINAL SEXUAL ASSAULT,2023-03-22,5
CRIMINAL SEXUAL ASSAULT,2023-03-23,4
CRIMINAL SEXUAL ASSAULT,2023-03-24,1
CRIMINAL SEXUAL ASSAULT,2023-03-25,8
CRIMINAL SEXUAL ASSAULT,2023-03-26,1
CRIMINAL SEXUAL ASSAULT,2023-03-27,4
CRIMINAL SEXUAL ASSAULT,2023-03-28,4
CRIMINAL SEXUAL ASSAULT,2023-03-29,1
CRIMINAL SEXUAL ASSAULT,2023-03-30,4
CRIMINAL SEXUAL ASSAULT,2023-03-31,5
CRIMINAL SEXUAL ASSAULT,2023-04-01,5
CRIMINAL SEXUAL ASSAULT,2023-04-02,4
CRIMINAL SEXUAL ASSAULT,2023-04-03,6
CRIMINAL SEXUAL ASSAULT,2023-04-04,3
CRIMINAL SEXUAL ASSAULT,2023-04-05,1
CRIMINAL SEXUAL ASSAULT,2023-04-06,7
CRIMINAL SEXUAL ASSAULT,2023-04-07,7
CRIMINAL SEXUAL ASSAULT,2023-04-08,7
CRIMINAL SEXUAL ASSAULT,2023-04-09,6
CRIMINAL SEXUAL ASSAULT,2023-04-10,1
CRIMINAL SEXUAL ASSAULT,2023-04-11,2
CRIMINAL SEXUAL ASSAULT,2023-04-12,2
CRIMINAL SEXUAL ASSAULT,2023-04-13,3
CRIMINAL SEXUAL ASSAULT,2023-04-14,3
CRIMINAL SEXUAL ASSAULT,2023-04-15,5
CRIMINAL SEXUAL ASSAULT,2023-04-16,8
CRIMINAL SEXUAL ASSAULT,2023-04-17,3
CRIMINAL SEXUAL ASSAULT,2023-04-18,3
CRIMINAL SEXUAL ASSAULT,2023-04-19,6
CRIMINAL SEXUAL ASSAULT,2023-04-20,3
CRIMINAL SEXUAL ASSAULT,2023-04-21,6
CRIMINAL SEXUAL ASSAULT,2023-04-22,4
CRIMINAL SEXUAL ASSAULT,2023-04-23,4
CRIMINAL SEXUAL ASSAULT,2023-04-24,2
CRIMINAL SEXUAL ASSAULT,2023-04-25,1
CRIMINAL SEXUAL ASSAULT,2023-04-26,1
CRIMINAL SEXUAL ASSAULT,2023-04-27,3
CRIMINAL SEXUAL ASSAULT,2023-04-28,6
CRIMINAL SEXUAL ASSAULT,2023-04-29,1
CRIMINAL SEXUAL ASSAULT,2023-04-30,9
CRIMINAL SEXUAL ASSAULT,2023-05-01,3
CRIMINAL SEXUAL ASSAULT,2023-05-02,3
CRIMINAL SEXUAL ASSAULT,2023-05-03,6
CRIMINAL SEXUAL ASSAULT,2023-05-04,3
CRIMINAL SEXUAL ASSAULT,2023-05-05,3
CRIMINAL SEXUAL ASSAULT,2023-05-06,7
CRIMINAL SEXUAL ASSAULT,2023-05-07,7
CRIMINAL SEXUAL ASSAULT,2023-05-08,8
CRIMINAL SEXUAL ASSAULT,2023-05-09,5
CRIMINAL SEXUAL ASSAULT,2023-05-10,6
CRIMINAL SEXUAL ASSAULT,2023-05-11,6
CRIMINAL SEXUAL ASSAULT,2023-05-12,4
CRIMINAL SEXUAL ASSAULT,2023-05-13,4
CRIMINAL SEXUAL ASSAULT,2023-05-14,2
CRIMINAL SEXUAL ASSAULT,2023-05-15,7
CRIMINAL SEXUAL ASSAULT,2023-05-16,3
CRIMINAL SEXUAL ASSAULT,2023-05-17,2
CRIMINAL SEXUAL ASSAULT,2023-05-18,4
CRIMINAL SEXUAL ASSAULT,2023-05-19,3
CRIMINAL SEXUAL ASSAULT,2023-05-20,5
CRIMINAL SEXUAL ASSAULT,2023-05-21,5
CRIMINAL SEXUAL ASSAULT,2023-05-22,4
CRIMINAL SEXUAL ASSAULT,2023-05-23,8
CRIMINAL SEXUAL ASSAULT,2023-05-24,4
CRIMINAL SEXUAL ASSAULT,2023-05-25,4
CRIMINAL SEXUAL ASSAULT,2023-05-26,4
CRIMINAL SEXUAL ASSAULT,2023-05-27,5
CRIMINAL SEXUAL ASSAULT,2023-05-28,5
CRIMINAL SEXUAL ASSAULT,2023-05-29,7
CRIMINAL SEXUAL ASSAULT,2023-05-30,7
CRIMINAL SEXUAL ASSAULT,2023-05-31,1
CRIMINAL SEXUAL ASSAULT,2023-06-01,4
CRIMINAL SEXUAL ASSAULT,2023-06-02,2
CRIMINAL SEXUAL ASSAULT,2023-06-03,6
CRIMINAL SEXUAL ASSAULT,2023-06-04,7
CRIMINAL SEXUAL ASSAULT,2023-06-05,1
CRIMINAL SEXUAL ASSAULT,2023-06-06,4
CRIMINAL SEXUAL ASSAULT,2023-06-07,3
CRIMINAL SEXUAL ASSAULT,2023-06-08,4
CRIMINAL SEXUAL ASSAULT,2023-06-09,8
CRIMINAL SEXUAL ASSAULT,2023-06-10,6
CRIMINAL SEXUAL ASSAULT,2023-06-11,2
CRIMINAL SEXUAL ASSAULT,2023-06-12,1
CRIMINAL SEXUAL ASSAULT,2023-06-13,4
CRIMINAL SEXUAL ASSAULT,2023-06-14,3
CRIMINAL SEXUAL ASSAULT,2023-06-15,3
CRIMINAL SEXUAL ASSAULT,2023-06-16,3
CRIMINAL SEXUAL ASSAULT,2023-06-17,5
CRIMINAL SEXUAL ASSAULT,2023-06-18,7
CRIMINAL SEXUAL ASSAULT,2023-06-19,6
CRIMINAL SEXUAL ASSAULT,2023-06-20,3
CRIMINAL SEXUAL ASSAULT,2023-06-21,2
CRIMINAL SEXUAL ASSAULT,2023-06-22,11
CRIMINAL SEXUAL ASSAULT,2023-06-23,5
CRIMINAL SEXUAL ASSAULT,2023-06-24,3
CRIMINAL SEXUAL ASSAULT,2023-06-25,9
CRIMINAL SEXUAL ASSAULT,2023-06-26,5
CRIMINAL SEXUAL ASSAULT,2023-06-27,6
CRIMINAL SEXUAL ASSAULT,2023-06-28,3
CRIMINAL SEXUAL ASSAULT,2023-06-29,5
CRIMINAL SEXUAL ASSAULT,2023-06-30,4
CRIMINAL SEXUAL ASSAULT,2023-07-01,6
CRIMINAL SEXUAL ASSAULT,2023-07-02,6
CRIMINAL SEXUAL ASSAULT,2023-07-03,3
CRIMINAL SEXUAL ASSAULT,2023-07-04,7
CRIMINAL SEXUAL ASSAULT,2023-07-05,3
CRIMINAL SEXUAL ASSAULT,2023-07-06,8
CRIMINAL SEXUAL ASSAULT,2023-07-07,6
CRIMINAL SEXUAL ASSAULT,2023-07-08,9
CRIMINAL SEXUAL ASSAULT,2023-07-09,3
CRIMINAL TRESPASS,2010-01-02,1
CRIMINAL TRESPASS,2010-01-04,1
CRIMINAL TRESPASS,2010-01-15,1
CRIMINAL TRESPASS,2010-01-16,3
CRIMINAL TRESPASS,2010-01-21,1
CRIMINAL TRESPASS,2010-01-22,1
CRIMINAL TRESPASS,2010-01-23,2
CRIMINAL TRESPASS,2010-01-25,1
CRIMINAL TRESPASS,2010-01-29,1
CRIMINAL TRESPASS,2010-02-02,1
CRIMINAL TRESPASS,2010-02-06,1
CRIMINAL TRESPASS,2010-02-10,1
CRIMINAL TRESPASS,2010-02-19,1
CRIMINAL TRESPASS,2010-02-22,1
CRIMINAL TRESPASS,2010-02-24,1
CRIMINAL TRESPASS,2010-03-04,1
CRIMINAL TRESPASS,2010-03-15,2
CRIMINAL TRESPASS,2010-03-16,1
CRIMINAL TRESPASS,2010-03-26,1
CRIMINAL TRESPASS,2010-03-27,1
CRIMINAL TRESPASS,2010-04-01,1
CRIMINAL TRESPASS,2010-04-02,1
CRIMINAL TRESPASS,2010-04-06,1
CRIMINAL TRESPASS,2010-04-07,1
CRIMINAL TRESPASS,2010-04-08,1
CRIMINAL TRESPASS,2010-04-12,1
CRIMINAL TRESPASS,2010-04-14,1
CRIMINAL TRESPASS,2010-04-18,1
CRIMINAL TRESPASS,2010-04-21,2
CRIMINAL TRESPASS,2010-04-30,1
CRIMINAL TRESPASS,2010-05-03,1
CRIMINAL TRESPASS,2010-05-11,1
CRIMINAL TRESPASS,2010-05-12,1
CRIMINAL TRESPASS,2010-05-13,1
CRIMINAL TRESPASS,2010-05-15,1
CRIMINAL TRESPASS,2010-05-18,1
CRIMINAL TRESPASS,2010-05-26,1
CRIMINAL TRESPASS,2010-05-28,1
CRIMINAL TRESPASS,2010-06-02,1
CRIMINAL TRESPASS,2010-06-07,1
CRIMINAL TRESPASS,2010-06-09,1
CRIMINAL TRESPASS,2010-06-19,1
CRIMINAL TRESPASS,2010-06-21,1
CRIMINAL TRESPASS,2010-06-23,2
CRIMINAL TRESPASS,2010-06-27,2
CRIMINAL TRESPASS,2010-07-02,1
CRIMINAL TRESPASS,2010-07-03,1
CRIMINAL TRESPASS,2010-07-07,1
CRIMINAL TRESPASS,2010-07-11,1
CRIMINAL TRESPASS,2010-07-13,1
CRIMINAL TRESPASS,2010-07-20,1
CRIMINAL TRESPASS,2010-07-22,1
CRIMINAL TRESPASS,2010-08-03,2
CRIMINAL TRESPASS,2010-08-05,1
CRIMINAL TRESPASS,2010-08-07,1
CRIMINAL TRESPASS,2010-08-09,1
CRIMINAL TRESPASS,2010-08-11,1
CRIMINAL TRESPASS,2010-08-12,1
CRIMINAL TRESPASS,2010-08-19,1
CRIMINAL TRESPASS,2010-08-25,2
CRIMINAL TRESPASS,2010-08-26,1
CRIMINAL TRESPASS,2010-09-08,1
CRIMINAL TRESPASS,2010-09-11,1
CRIMINAL TRESPASS,2010-09-12,1
CRIMINAL TRESPASS,2010-09-15,1
CRIMINAL TRESPASS,2010-09-17,2
CRIMINAL TRESPASS,2010-09-21,1
CRIMINAL TRESPASS,2010-09-29,1
CRIMINAL TRESPASS,2010-09-30,1
CRIMINAL TRESPASS,2010-10-05,1
CRIMINAL TRESPASS,2010-10-06,1
CRIMINAL TRESPASS,2010-10-07,2
CRIMINAL TRESPASS,2010-10-19,1
CRIMINAL TRESPASS,2010-10-23,1
CRIMINAL TRESPASS,2010-11-04,1
CRIMINAL TRESPASS,2010-11-09,1
CRIMINAL TRESPASS,2010-11-12,1
CRIMINAL TRESPASS,2010-11-17,1
CRIMINAL TRESPASS,2010-11-18,1
CRIMINAL TRESPASS,2010-11-19,1
CRIMINAL TRESPASS,2010-11-26,1
CRIMINAL TRESPASS,2010-11-27,2
CRIMINAL TRESPASS,2010-11-29,1
CRIMINAL TRESPASS,2010-12-10,1
CRIMINAL TRESPASS,2010-12-11,1
CRIMINAL TRESPASS,2010-12-13,1
CRIMINAL TRESPASS,2010-12-14,1
CRIMINAL TRESPASS,2010-12-16,1
CRIMINAL TRESPASS,2010-12-20,2
CRIMINAL TRESPASS,2010-12-27,1
CRIMINAL TRESPASS,2011-01-02,1
CRIMINAL TRESPASS,2011-01-11,1
CRIMINAL TRESPASS,2011-01-23,1
CRIMINAL TRESPASS,2011-02-01,1
CRIMINAL TRESPASS,2011-02-04,1
CRIMINAL TRESPASS,2011-02-05,1
CRIMINAL TRESPASS,2011-02-09,1
CRIMINAL TRESPASS,2011-02-14,1
CRIMINAL TRESPASS,2011-02-15,2
CRIMINAL TRESPASS,2011-02-18,1
CRIMINAL TRESPASS,2011-02-23,1
CRIMINAL TRESPASS,2011-03-01,1
CRIMINAL TRESPASS,2011-03-02,1
CRIMINAL TRESPASS,2011-03-04,1
CRIMINAL TRESPASS,2011-03-06,1
CRIMINAL TRESPASS,2011-03-09,1
CRIMINAL TRESPASS,2011-03-14,1
CRIMINAL TRESPASS,2011-03-15,1
CRIMINAL TRESPASS,2011-04-01,1
CRIMINAL TRESPASS,2011-04-05,1
CRIMINAL TRESPASS,2011-04-06,1
CRIMINAL TRESPASS,2011-04-12,1
CRIMINAL TRESPASS,2011-04-20,1
CRIMINAL TRESPASS,2011-05-01,1
CRIMINAL TRESPASS,2011-05-05,1
CRIMINAL TRESPASS,2011-05-07,1
