date,value
10/13/14,14
10/14/14,20
10/15/14,28
10/16/14,19
10/17/14,12
10/18/14,22
10/19/14,12
10/20/14,22
10/21/14,14
10/22/14,11
10/23/14,15
10/24/14,11
10/25/14,8
10/26/14,17
10/27/14,19
10/28/14,19
10/29/14,14
10/30/14,20
10/31/14,21
11/1/14,90
11/2/14,17
11/3/14,23
11/4/14,18
11/5/14,16
11/6/14,16
11/7/14,21
11/8/14,10
11/9/14,7
11/10/14,18
11/11/14,25
11/12/14,22
11/13/14,26
11/14/14,34
11/15/14,17
11/16/14,9
11/17/14,11
11/18/14,13
11/19/14,10
11/20/14,17
11/21/14,19
11/22/14,8
11/23/14,13
11/24/14,26
11/25/14,16
11/26/14,16
11/27/14,15
11/28/14,14
11/29/14,14
11/30/14,10
12/1/14,86
12/2/14,17
12/3/14,24
12/4/14,17
12/5/14,26
12/6/14,27
12/7/14,12
12/8/14,22
12/9/14,14
12/10/14,20
12/11/14,14
12/12/14,20
12/13/14,14
12/14/14,22
12/15/14,23
12/16/14,20
12/17/14,16
12/18/14,24
12/19/14,24
12/20/14,28
12/21/14,19
12/22/14,13
12/23/14,23
12/24/14,11
12/25/14,14
12/26/14,15
12/27/14,14
12/28/14,17
12/29/14,16
12/30/14,27
12/31/14,28
1/1/15,532
1/2/15,35
1/3/15,21
1/4/15,16
1/5/15,32
1/6/15,17
1/7/15,24
1/8/15,21
1/9/15,25
1/10/15,23
1/11/15,13
1/12/15,14
1/13/15,23
1/14/15,21
1/15/15,51
1/16/15,22
1/17/15,20
1/18/15,18
1/19/15,15
1/20/15,27
1/21/15,19
1/22/15,28
1/23/15,21
1/24/15,17
1/25/15,24
1/26/15,28
1/27/15,27
1/28/15,39
1/29/15,38
1/30/15,38
1/31/15,35
2/1/15,137
2/2/15,40
2/3/15,32
2/4/15,31
2/5/15,30
2/6/15,45
2/7/15,21
2/8/15,18
2/9/15,26
2/10/15,35
2/11/15,36
2/12/15,44
2/13/15,37
2/14/15,43
2/15/15,36
2/16/15,32
2/17/15,32
2/18/15,25
2/19/15,22
2/20/15,52
2/21/15,32
2/22/15,29
2/23/15,32
2/24/15,32
2/25/15,41
2/26/15,43
2/27/15,30
2/28/15,35
3/1/15,154
3/2/15,40
3/3/15,58
3/4/15,38
3/5/15,41
3/6/15,71
3/7/15,46
3/8/15,38
3/9/15,64
3/10/15,74
3/11/15,75
3/12/15,60
3/13/15,101
3/14/15,81
3/15/15,102
3/16/15,110
3/17/15,112
3/18/15,322
3/19/15,714
3/20/15,776
3/21/15,688
3/22/15,653
3/23/15,592
3/24/15,638
3/25/15,723
3/26/15,683
3/27/15,725
3/28/15,656
3/29/15,618
3/30/15,718
3/31/15,692
4/1/15,929
4/2/15,791
4/3/15,707
4/4/15,693
4/5/15,674
4/6/15,676
4/7/15,604
4/8/15,676
4/9/15,648
4/10/15,713
4/11/15,719
4/12/15,773
4/13/15,735
4/14/15,767
4/15/15,800
4/16/15,688
4/17/15,785
4/18/15,767
4/19/15,701
4/20/15,742
4/21/15,661
4/22/15,683
4/23/15,731
4/24/15,759
4/25/15,694
4/26/15,717
4/27/15,721
4/28/15,717
4/29/15,764
4/30/15,665
5/1/15,948
5/2/15,687
5/3/15,744
5/4/15,779
5/5/15,696
5/6/15,739
5/7/15,824
5/8/15,807
5/9/15,684
5/10/15,738
5/11/15,748
5/12/15,757
5/13/15,766
5/14/15,753
5/15/15,823
5/16/15,879
5/17/15,836
5/18/15,755
5/19/15,708
5/20/15,727
5/21/15,743
5/22/15,823
5/23/15,795
5/24/15,681
5/25/15,705
5/26/15,770
5/27/15,737
5/28/15,799
5/29/15,827
5/30/15,714
5/31/15,662
6/1/15,956
6/2/15,771
6/3/15,778
6/4/15,720
6/5/15,783
6/6/15,757
6/7/15,739
6/8/15,680
6/9/15,731
6/10/15,791
6/11/15,802
6/12/15,825
6/13/15,809
6/14/15,794
6/15/15,739
6/16/15,844
6/17/15,722
6/18/15,764
6/19/15,774
6/20/15,764
6/21/15,782
6/22/15,780
6/23/15,730
6/24/15,728
6/25/15,782
6/26/15,783
6/27/15,720
6/28/15,796
6/29/15,750
6/30/15,747
7/1/15,892
7/2/15,755
7/3/15,765
7/4/15,841
7/5/15,891
7/6/15,756
7/7/15,700
7/8/15,715
7/9/15,670
7/10/15,737
7/11/15,794
7/12/15,800
7/13/15,781
7/14/15,711
7/15/15,793
7/16/15,670
7/17/15,820
7/18/15,774
7/19/15,762
7/20/15,777
7/21/15,775
7/22/15,774
7/23/15,810
7/24/15,866
7/25/15,830
7/26/15,798
7/27/15,835
7/28/15,766
7/29/15,764
7/30/15,774
7/31/15,778
8/1/15,1048
8/2/15,819
8/3/15,728
8/4/15,760
8/5/15,770
8/6/15,807
8/7/15,837
8/8/15,849
8/9/15,744
8/10/15,809
8/11/15,789
8/12/15,759
8/13/15,782
8/14/15,807
8/15/15,824
8/16/15,863
8/17/15,738
8/18/15,762
8/19/15,791
8/20/15,837
8/21/15,856
8/22/15,843
8/23/15,803
8/24/15,723
8/25/15,764
8/26/15,789
8/27/15,764
8/28/15,805
8/29/15,760
8/30/15,798
8/31/15,742
9/1/15,959
9/2/15,791
9/3/15,874
9/4/15,813
9/5/15,764
9/6/15,816
9/7/15,806
9/8/15,716
9/9/15,710
9/10/15,658
9/11/15,692
9/12/15,724
9/13/15,733
9/14/15,786
9/15/15,811
9/16/15,764
9/17/15,717
9/18/15,790
9/19/15,789
9/20/15,805
9/21/15,734
9/22/15,776
9/23/15,833
9/24/15,717
9/25/15,810
9/26/15,790
9/27/15,799
9/28/15,750
9/29/15,666
9/30/15,676
10/1/15,892
10/2/15,800
10/3/15,708
10/4/15,653
10/5/15,756
10/6/15,750
10/7/15,717
10/8/15,700
10/9/15,794
10/10/15,727
10/11/15,735
10/12/15,730
10/13/15,740
10/14/15,762
10/15/15,817
10/16/15,732
10/17/15,706
10/18/15,673
10/19/15,785
10/20/15,785
10/21/15,794
10/22/15,774
10/23/15,774
10/24/15,761
10/25/15,728
10/26/15,780
10/27/15,650
10/28/15,682
10/29/15,669
10/30/15,775
10/31/15,720
11/1/15,996
11/2/15,783
11/3/15,746
11/4/15,791
11/5/15,753
11/6/15,747
11/7/15,688
11/8/15,705
11/9/15,684
11/10/15,640
11/11/15,686
11/12/15,690
11/13/15,679
11/14/15,696
11/15/15,723
11/16/15,744
11/17/15,668
11/18/15,682
11/19/15,696
11/20/15,713
11/21/15,526
11/22/15,516
11/23/15,649
11/24/15,606
11/25/15,619
11/26/15,587
11/27/15,611
11/28/15,657
11/29/15,608
11/30/15,668
12/1/15,796
12/2/15,716
12/3/15,710
12/4/15,698
12/5/15,706
12/6/15,686
12/7/15,689
12/8/15,733
12/9/15,684
12/10/15,690
12/11/15,741
12/12/15,752
12/13/15,650
12/14/15,739
12/15/15,793
12/16/15,721
12/17/15,724
12/18/15,653
12/19/15,666
12/20/15,691
12/21/15,648
12/22/15,694
12/23/15,752
12/24/15,674
12/25/15,497
12/26/15,638
12/27/15,624
12/28/15,515
12/29/15,623
12/30/15,603
12/31/15,611
1/1/16,1171
1/2/16,576
1/3/16,617
1/4/16,625
1/5/16,622
1/6/16,627
1/7/16,706
1/8/16,742
1/9/16,647
1/10/16,597
1/11/16,512
1/12/16,548
1/13/16,651
1/14/16,733
1/15/16,733
1/16/16,650
1/17/16,536
1/18/16,515
1/19/16,609
1/20/16,619
1/21/16,631
1/22/16,701
1/23/16,720
1/24/16,673
1/25/16,739
1/26/16,636
1/27/16,668
1/28/16,750
1/29/16,744
1/30/16,740
1/31/16,664
2/1/16,852
2/2/16,613
2/3/16,680
2/4/16,661
2/5/16,659
2/6/16,695
2/7/16,616
2/8/16,570
2/9/16,545
2/10/16,563
2/11/16,581
2/12/16,648
2/13/16,594
2/14/16,510
2/15/16,553
2/16/16,622
2/17/16,640
2/18/16,680
2/19/16,776
2/20/16,699
2/21/16,705
2/22/16,637
2/23/16,630
2/24/16,575
2/25/16,700
2/26/16,739
2/27/16,691
2/28/16,625
2/29/16,646
3/1/16,815
3/2/16,606
3/3/16,617
3/4/16,701
3/5/16,701
3/6/16,714
3/7/16,794
3/8/16,722
3/9/16,677
3/10/16,714
3/11/16,730
3/12/16,745
3/13/16,626
3/14/16,684
3/15/16,709
3/16/16,744
3/17/16,738
3/18/16,788
3/19/16,701
3/20/16,684
3/21/16,698
3/22/16,720
3/23/16,683
3/24/16,677
3/25/16,717
3/26/16,734
3/27/16,631
3/28/16,742
3/29/16,739
3/30/16,713
3/31/16,751
4/1/16,830
4/2/16,651
4/3/16,705
4/4/16,660
4/5/16,676
4/6/16,656
4/7/16,741
4/8/16,624
4/9/16,687
4/10/16,702
4/11/16,673
4/12/16,700
4/13/16,714
4/14/16,690
4/15/16,808
4/16/16,733
4/17/16,708
4/18/16,738
4/19/16,701
4/20/16,687
4/21/16,714
4/22/16,730
4/23/16,692
4/24/16,753
4/25/16,756
4/26/16,691
4/27/16,661
4/28/16,733
4/29/16,719
4/30/16,604
5/1/16,822
5/2/16,752
5/3/16,732
5/4/16,679
5/5/16,700
5/6/16,792
5/7/16,738
5/8/16,726
5/9/16,728
5/10/16,710
5/11/16,756
5/12/16,689
5/13/16,807
5/14/16,719
5/15/16,737
5/16/16,778
5/17/16,691
5/18/16,798
5/19/16,763
5/20/16,802
5/21/16,789
5/22/16,749
5/23/16,782
5/24/16,802
5/25/16,721
5/26/16,765
5/27/16,795
5/28/16,788
5/29/16,798
5/30/16,818
5/31/16,756
6/1/16,935
6/2/16,799
6/3/16,819
6/4/16,822
6/5/16,775
6/6/16,790
6/7/16,754
6/8/16,742
6/9/16,725
6/10/16,763
6/11/16,812
6/12/16,846
6/13/16,794
6/14/16,833
6/15/16,790
6/16/16,814
6/17/16,827
6/18/16,757
6/19/16,808
6/20/16,855
6/21/16,824
6/22/16,749
6/23/16,799
6/24/16,803
6/25/16,812
6/26/16,771
6/27/16,769
6/28/16,765
6/29/16,801
6/30/16,845
7/1/16,963
7/2/16,754
7/3/16,781
7/4/16,847
7/5/16,891
7/6/16,739
7/7/16,790
7/8/16,790
7/9/16,728
7/10/16,758
7/11/16,699
7/12/16,777
7/13/16,724
7/14/16,766
7/15/16,845
7/16/16,779
7/17/16,785
7/18/16,797
7/19/16,789
7/20/16,823
7/21/16,781
7/22/16,789
7/23/16,812
7/24/16,786
7/25/16,825
7/26/16,876
7/27/16,793
7/28/16,772
7/29/16,797
7/30/16,924
7/31/16,810
8/1/16,881
8/2/16,789
8/3/16,769
8/4/16,793
8/5/16,862
8/6/16,825
8/7/16,835
8/8/16,796
8/9/16,720
8/10/16,718
8/11/16,849
8/12/16,745
8/13/16,823
8/14/16,837
8/15/16,843
8/16/16,811
8/17/16,862
8/18/16,765
8/19/16,791
8/20/16,843
8/21/16,782
8/22/16,727
8/23/16,745
8/24/16,820
8/25/16,770
8/26/16,799
8/27/16,814
8/28/16,801
8/29/16,881
8/30/16,755
8/31/16,777
9/1/16,1036
9/2/16,799
9/3/16,831
9/4/16,775
9/5/16,812
9/6/16,759
9/7/16,722
9/8/16,794
9/9/16,818
9/10/16,764
9/11/16,754
9/12/16,791
9/13/16,786
9/14/16,819
9/15/16,821
9/16/16,805
9/17/16,834
9/18/16,777
9/19/16,712
9/20/16,791
9/21/16,728
9/22/16,828
9/23/16,839
9/24/16,829
9/25/16,807
9/26/16,762
9/27/16,731
9/28/16,636
9/29/16,701
9/30/16,772
10/1/16,861
10/2/16,706
10/3/16,771
10/4/16,740
10/5/16,803
10/6/16,754
10/7/16,861
10/8/16,713
10/9/16,678
10/10/16,724
10/11/16,695
10/12/16,744
10/13/16,691
10/14/16,816
10/15/16,820
10/16/16,790
10/17/16,814
10/18/16,771
10/19/16,708
10/20/16,716
10/21/16,761
10/22/16,772
10/23/16,779
10/24/16,768
10/25/16,734
10/26/16,697
10/27/16,728
10/28/16,798
10/29/16,824
10/30/16,779
10/31/16,863
11/1/16,906
11/2/16,744
11/3/16,779
11/4/16,780
11/5/16,818
11/6/16,748
11/7/16,734
11/8/16,642
11/9/16,679
11/10/16,722
11/11/16,798
11/12/16,777
11/13/16,657
11/14/16,666
11/15/16,710
11/16/16,767
11/17/16,807
11/18/16,793
11/19/16,673
11/20/16,658
11/21/16,681
11/22/16,722
11/23/16,697
11/24/16,534
11/25/16,686
11/26/16,717
11/27/16,690
11/28/16,690
11/29/16,696
11/30/16,695
12/1/16,820
12/2/16,832
12/3/16,757
12/4/16,590
12/5/16,675
12/6/16,686
12/7/16,659
12/8/16,605
12/9/16,665
12/10/16,612
12/11/16,511
12/12/16,626
12/13/16,575
12/14/16,611
12/15/16,579
12/16/16,690
12/17/16,611
12/18/16,525
12/19/16,659
12/20/16,692
12/21/16,729
12/22/16,701
12/23/16,726
12/24/16,601
12/25/16,481
12/26/16,646
12/27/16,661
12/28/16,720
12/29/16,646
12/30/16,740
12/31/16,702
1/1/17,1225
1/2/17,612
1/3/17,717
1/4/17,611
1/5/17,610
1/6/17,599
1/7/17,617
1/8/17,591
1/9/17,710
1/10/17,704
1/11/17,661
1/12/17,643
1/13/17,797
1/14/17,683
1/15/17,655
1/16/17,649
1/17/17,703
1/18/17,704
1/19/17,735
1/20/17,779
1/21/17,782
1/22/17,739
1/23/17,784
1/24/17,734
1/25/17,747
1/26/17,675
1/27/17,782
1/28/17,729
1/29/17,633
1/30/17,753
1/31/17,733
2/1/17,842
2/2/17,671
2/3/17,668
2/4/17,638
2/5/17,694
2/6/17,759
2/7/17,694
2/8/17,665
2/9/17,666
2/10/17,745
2/11/17,700
2/12/17,677
2/13/17,718
2/14/17,707
2/15/17,667
2/16/17,669
2/17/17,832
2/18/17,745
2/19/17,674
2/20/17,709
2/21/17,677
2/22/17,696
2/23/17,655
2/24/17,659
2/25/17,596
2/26/17,574
2/27/17,633
2/28/17,630
3/1/17,743
3/2/17,629
3/3/17,672
3/4/17,632
3/5/17,661
3/6/17,680
3/7/17,680
3/8/17,667
3/9/17,676
3/10/17,663
3/11/17,657
3/12/17,550
3/13/17,537
3/14/17,472
3/15/17,608
3/16/17,666
3/17/17,707
3/18/17,673
3/19/17,604
3/20/17,694
3/21/17,651
3/22/17,645
3/23/17,665
3/24/17,779
3/25/17,694
3/26/17,700
3/27/17,721
3/28/17,671
3/29/17,669
3/30/17,682
3/31/17,770
4/1/17,832
4/2/17,686
4/3/17,696
4/4/17,711
4/5/17,632
4/6/17,667
4/7/17,702
4/8/17,693
4/9/17,757
4/10/17,679
4/11/17,703
4/12/17,727
4/13/17,665
4/14/17,773
4/15/17,818
4/16/17,686
4/17/17,748
4/18/17,732
4/19/17,757
4/20/17,713
4/21/17,813
4/22/17,700
4/23/17,699
4/24/17,733
4/25/17,757
4/26/17,758
4/27/17,715
4/28/17,828
4/29/17,615
4/30/17,656
5/1/17,859
5/2/17,689
5/3/17,739
5/4/17,741
5/5/17,799
5/6/17,713
5/7/17,625
5/8/17,704
5/9/17,705
5/10/17,660
5/11/17,737
5/12/17,844
5/13/17,723
5/14/17,707
5/15/17,871
5/16/17,747
5/17/17,830
5/18/17,774
5/19/17,776
5/20/17,662
5/21/17,789
5/22/17,793
5/23/17,737
5/24/17,760
5/25/17,760
5/26/17,769
5/27/17,796
5/28/17,703
5/29/17,764
5/30/17,811
5/31/17,738
6/1/17,886
6/2/17,839
6/3/17,820
6/4/17,817
6/5/17,734
6/6/17,824
6/7/17,784
6/8/17,766
6/9/17,813
6/10/17,785
6/11/17,807
6/12/17,736
6/13/17,804
6/14/17,767
6/15/17,822
6/16/17,832
6/17/17,826
6/18/17,779
6/19/17,745
6/20/17,801
6/21/17,783
6/22/17,817
6/23/17,776
6/24/17,817
6/25/17,795
6/26/17,783
6/27/17,767
6/28/17,704
6/29/17,774
6/30/17,774
7/1/17,929
7/2/17,776
7/3/17,864
7/4/17,795
7/5/17,851
7/6/17,779
7/7/17,758
7/8/17,758
7/9/17,821
7/10/17,778
7/11/17,767
7/12/17,689
7/13/17,817
7/14/17,790
7/15/17,886
7/16/17,809
7/17/17,845
7/18/17,789
7/19/17,769
7/20/17,758
7/21/17,756
7/22/17,753
7/23/17,838
7/24/17,779
7/25/17,848
7/26/17,752
7/27/17,786
7/28/17,846
7/29/17,799
7/30/17,816
7/31/17,793
8/1/17,953
8/2/17,774
8/3/17,848
8/4/17,924
8/5/17,926
8/6/17,862
8/7/17,771
8/8/17,768
8/9/17,765
8/10/17,788
8/11/17,765
8/12/17,811
8/13/17,721
8/14/17,813
8/15/17,792
8/16/17,791
8/17/17,768
8/18/17,857
8/19/17,890
8/20/17,769
8/21/17,754
8/22/17,779
8/23/17,746
8/24/17,800
8/25/17,772
8/26/17,778
8/27/17,751
8/28/17,687
8/29/17,724
8/30/17,788
8/31/17,732
9/1/17,914
9/2/17,769
9/3/17,755
9/4/17,713
9/5/17,704
9/6/17,644
9/7/17,728
9/8/17,701
9/9/17,730
9/10/17,739
9/11/17,691
9/12/17,723
9/13/17,704
9/14/17,732
9/15/17,798
9/16/17,824
9/17/17,807
9/18/17,770
9/19/17,708
9/20/17,826
9/21/17,804
9/22/17,795
9/23/17,828
9/24/17,809
9/25/17,819
9/26/17,745
9/27/17,724
9/28/17,712
9/29/17,802
9/30/17,746
10/1/17,848
10/2/17,750
10/3/17,736
10/4/17,740
10/5/17,746
10/6/17,744
10/7/17,708
10/8/17,717
10/9/17,739
10/10/17,701
10/11/17,615
10/12/17,763
10/13/17,766
10/14/17,645
10/15/17,633
10/16/17,761
10/17/17,716
10/18/17,772
10/19/17,770
10/20/17,850
10/21/17,812
10/22/17,735
10/23/17,738
10/24/17,685
10/25/17,712
10/26/17,750
10/27/17,816
10/28/17,715
10/29/17,695
10/30/17,708
10/31/17,755
11/1/17,819
11/2/17,719
11/3/17,789
11/4/17,754
11/5/17,767
11/6/17,715
11/7/17,675
11/8/17,754
11/9/17,652
11/10/17,675
11/11/17,687
11/12/17,664
11/13/17,712
11/14/17,695
11/15/17,707
11/16/17,759
11/17/17,737
11/18/17,698
11/19/17,688
11/20/17,759
11/21/17,667
11/22/17,653
11/23/17,541
11/24/17,677
11/25/17,710
11/26/17,661
11/27/17,770
11/28/17,779
11/29/17,763
11/30/17,748
12/1/17,908
12/2/17,754
12/3/17,672
12/4/17,800
12/5/17,709
12/6/17,707
12/7/17,621
12/8/17,729
12/9/17,657
12/10/17,654
12/11/17,730
12/12/17,676
12/13/17,688
12/14/17,712
12/15/17,760
12/16/17,763
12/17/17,722
12/18/17,715
12/19/17,762
12/20/17,696
12/21/17,738
12/22/17,774
12/23/17,706
12/24/17,499
12/25/17,390
12/26/17,514
12/27/17,510
12/28/17,589
12/29/17,564
12/30/17,608
12/31/17,525
1/1/18,726
1/2/18,502
1/3/18,513
1/4/18,554
1/5/18,618
1/6/18,550
1/7/18,495
1/8/18,565
1/9/18,577
1/10/18,606
1/11/18,587
1/12/18,462
1/13/18,51
1/14/18,10
1/15/18,16
1/16/18,16
1/17/18,19
1/18/18,15
1/19/18,17
1/20/18,17
1/21/18,12
1/22/18,12
1/23/18,14
1/24/18,11
1/25/18,8
1/26/18,13
1/27/18,10
1/28/18,16
1/29/18,10
1/30/18,14
1/31/18,15
2/1/18,54
2/2/18,16
2/3/18,9
2/4/18,15
2/5/18,13
2/6/18,3
2/7/18,10
2/8/18,9
2/9/18,10
2/10/18,14
2/11/18,14
2/12/18,17
2/13/18,18
2/14/18,17
2/15/18,13
2/16/18,19
2/17/18,14
2/18/18,11
2/19/18,6
2/20/18,18
2/21/18,12
2/22/18,10
2/23/18,10
2/24/18,8
2/25/18,6
2/26/18,11
2/27/18,10
2/28/18,11
3/1/18,56
3/2/18,11
3/3/18,15
3/4/18,10
3/5/18,8
3/6/18,12
3/7/18,17
3/8/18,14
3/9/18,22
3/10/18,14
3/11/18,14
3/12/18,17
3/13/18,11
3/14/18,7
3/15/18,20
3/16/18,23
3/17/18,19
3/18/18,18
3/19/18,15
3/20/18,14
3/21/18,10
3/22/18,13
3/23/18,12
3/24/18,12
3/25/18,10
3/26/18,11
3/27/18,13
3/28/18,17
3/29/18,18
3/30/18,17
3/31/18,5
4/1/18,57
4/2/18,9
4/3/18,13
4/4/18,26
4/5/18,16
4/6/18,15
4/7/18,11
4/8/18,13
4/9/18,20
4/10/18,13
4/11/18,14
4/12/18,20
4/13/18,14
4/14/18,21
4/15/18,15
4/16/18,21
4/17/18,9
4/18/18,15
4/19/18,14
4/20/18,28
4/21/18,11
4/22/18,18
4/23/18,14
4/24/18,9
4/25/18,8
4/26/18,14
4/27/18,15
4/28/18,14
4/29/18,15
4/30/18,16
5/1/18,68
5/2/18,21
5/3/18,10
5/4/18,17
5/5/18,26
5/6/18,18
5/7/18,14
5/8/18,17
5/9/18,19
5/10/18,9
5/11/18,17
5/12/18,16
5/13/18,10
5/14/18,16
5/15/18,18
5/16/18,19
5/17/18,15
5/18/18,26
5/19/18,13
5/20/18,22
5/21/18,13
5/22/18,15
5/23/18,18
5/24/18,18
5/25/18,19
5/26/18,10
5/27/18,14
5/28/18,16
5/29/18,13
5/30/18,12
5/31/18,15
6/1/18,101
6/2/18,21
6/3/18,15
6/4/18,13
6/5/18,14
6/6/18,15
6/7/18,20
6/8/18,23
6/9/18,21
6/10/18,18
6/11/18,15
6/12/18,18
6/13/18,20
6/14/18,26
6/15/18,24
6/16/18,22
6/17/18,14
6/18/18,23
6/19/18,19
6/20/18,25
6/21/18,18
6/22/18,10
6/23/18,20
6/24/18,18
6/25/18,11
6/26/18,9
6/27/18,27
6/28/18,26
6/29/18,12
6/30/18,19
7/1/18,84
7/2/18,25
7/3/18,29
7/4/18,22
7/5/18,32
7/6/18,26
7/7/18,13
7/8/18,19
7/9/18,20
7/10/18,18
7/11/18,15
7/12/18,15
7/13/18,24
7/14/18,13
7/15/18,24
7/16/18,37
7/17/18,27
7/18/18,30
7/19/18,12
7/20/18,30
7/21/18,16
7/22/18,20
7/23/18,21
7/24/18,21
7/25/18,22
7/26/18,20
7/27/18,15
7/28/18,27
7/29/18,23
7/30/18,21
7/31/18,22
8/1/18,79
8/2/18,24
8/3/18,23
8/4/18,22
8/5/18,15
8/6/18,21
8/7/18,29
8/8/18,22
8/9/18,23
8/10/18,28
8/11/18,30
8/12/18,30
8/13/18,19
8/14/18,17
8/15/18,33
8/16/18,22
8/17/18,29
8/18/18,34
8/19/18,29
8/20/18,32
8/21/18,19
8/22/18,28
8/23/18,19
8/24/18,35
8/25/18,36
8/26/18,31
8/27/18,25
8/28/18,27
8/29/18,32
8/30/18,32
8/31/18,36
9/1/18,97
9/2/18,39
9/3/18,35
9/4/18,34
9/5/18,26
9/6/18,22
9/7/18,24
9/8/18,29
9/9/18,16
9/10/18,28
9/11/18,20
9/12/18,18
9/13/18,22
9/14/18,27
9/15/18,40
9/16/18,40
9/17/18,21
9/18/18,25
9/19/18,16
9/20/18,32
9/21/18,28
9/22/18,22
9/23/18,13
9/24/18,22
9/25/18,25
9/26/18,29
9/27/18,17
9/28/18,27
9/29/18,22
9/30/18,26
10/1/18,112
10/2/18,20
10/3/18,21
10/4/18,23
10/5/18,24
10/6/18,15
10/7/18,15
10/8/18,19
10/9/18,18
10/10/18,31
10/11/18,20
10/12/18,28
10/13/18,23
10/14/18,18
10/15/18,26
10/16/18,18
10/17/18,18
10/18/18,34
10/19/18,23
10/20/18,19
10/21/18,24
10/22/18,32
10/23/18,24
10/24/18,28
10/25/18,29
10/26/18,28
10/27/18,22
10/28/18,25
10/29/18,25
10/30/18,29
10/31/18,42
11/1/18,114
11/2/18,35
11/3/18,27
11/4/18,18
11/5/18,26
11/6/18,23
11/7/18,25
11/8/18,22
11/9/18,25
11/10/18,24
11/11/18,18
11/12/18,24
11/13/18,29
11/14/18,29
11/15/18,38
11/16/18,31
11/17/18,29
11/18/18,30
11/19/18,22
11/20/18,32
11/21/18,22
11/22/18,19
11/23/18,30
11/24/18,24
11/25/18,19
11/26/18,28
11/27/18,24
11/28/18,31
11/29/18,25
11/30/18,33
12/1/18,101
12/2/18,19
12/3/18,28
12/4/18,31
12/5/18,32
12/6/18,29
12/7/18,27
12/8/18,32
12/9/18,24
12/10/18,49
12/11/18,32
12/12/18,36
12/13/18,37
12/14/18,30
12/15/18,40
12/16/18,38
12/17/18,62
12/18/18,57
12/19/18,43
12/20/18,53
12/21/18,61
12/22/18,39
12/23/18,42
12/24/18,41
12/25/18,23
12/26/18,37
12/27/18,39
12/28/18,37
12/29/18,37
12/30/18,34
12/31/18,44
1/1/19,93
1/2/19,17
1/3/19,12
1/4/19,10
1/5/19,10
1/6/19,12
1/7/19,8
1/8/19,13
1/9/19,16
1/10/19,11
1/11/19,13
1/12/19,23
1/13/19,7
1/14/19,13
1/15/19,16
1/16/19,13
1/17/19,14
1/18/19,21
1/19/19,12
1/20/19,7
1/21/19,10
1/22/19,10
1/23/19,10
1/24/19,15
1/25/19,14
1/26/19,9
1/27/19,11
1/28/19,5
1/29/19,6
1/30/19,3
1/31/19,6
2/1/19,23
2/2/19,13
2/3/19,9
2/4/19,13
2/5/19,14
2/6/19,13
2/7/19,6
2/8/19,14
2/9/19,14
2/10/19,7
2/11/19,12
2/12/19,17
2/13/19,11
2/14/19,15
2/15/19,17
2/16/19,8
2/17/19,13
2/18/19,13
2/19/19,15
2/20/19,9
2/21/19,18
2/22/19,12
2/23/19,13
2/24/19,14
2/25/19,13
2/26/19,13
2/27/19,9
2/28/19,11
3/1/19,23
3/2/19,22
3/3/19,11
3/4/19,12
3/5/19,7
3/6/19,12
3/7/19,12
3/8/19,15
3/9/19,10
3/10/19,8
3/11/19,16
3/12/19,12
3/13/19,10
3/14/19,14
3/15/19,10
3/16/19,16
3/17/19,15
3/18/19,11
3/19/19,13
3/20/19,19
3/21/19,11
3/22/19,15
3/23/19,12
3/24/19,11
3/25/19,9
3/26/19,15
3/27/19,8
3/28/19,15
3/29/19,13
3/30/19,5
3/31/19,12
4/1/19,32
4/2/19,7
4/3/19,13
4/4/19,1
4/5/19,13
4/6/19,12
4/7/19,17
4/8/19,12
4/9/19,10
4/10/19,10
4/11/19,15
4/12/19,20
4/13/19,9
4/14/19,10
4/15/19,10
4/16/19,14
4/17/19,12
4/18/19,11
4/19/19,17
4/20/19,11
4/21/19,14
4/22/19,10
4/23/19,14
4/24/19,11
4/25/19,22
4/26/19,13
4/27/19,9
4/28/19,8
4/29/19,12
4/30/19,11
5/1/19,35
5/2/19,14
5/3/19,12
5/4/19,14
5/5/19,10
5/6/19,15
5/7/19,17
5/8/19,11
5/9/19,17
5/10/19,8
5/11/19,6
5/12/19,14
5/13/19,16
5/14/19,9
5/15/19,17
5/16/19,11
5/17/19,13
5/18/19,8
5/19/19,11
5/20/19,19
5/21/19,6
5/22/19,8
5/23/19,9
5/24/19,14
5/25/19,20
5/26/19,12
5/27/19,12
5/28/19,8
5/29/19,10
5/30/19,15
5/31/19,15
6/1/19,36
6/2/19,10
6/3/19,15
6/4/19,12
6/5/19,13
6/6/19,16
6/7/19,9
6/8/19,13
6/9/19,8
6/10/19,16
6/11/19,15
6/12/19,17
6/13/19,11
6/14/19,11
6/15/19,13
6/16/19,10
6/17/19,12
6/18/19,21
6/19/19,23
6/20/19,17
6/21/19,10
6/22/19,16
6/23/19,12
6/24/19,10
6/25/19,16
6/26/19,16
6/27/19,13
6/28/19,13
6/29/19,14
6/30/19,16
7/1/19,35
7/2/19,12
7/3/19,15
7/4/19,10
7/5/19,10
7/6/19,11
7/7/19,13
7/8/19,27
7/9/19,7
7/10/19,19
7/11/19,14
7/12/19,13
7/13/19,18
7/14/19,9
7/15/19,25
7/16/19,13
7/17/19,12
7/18/19,8
7/19/19,13
7/20/19,16
7/21/19,11
7/22/19,20
7/23/19,22
7/24/19,14
7/25/19,16
7/26/19,16
7/27/19,10
