date,value
7/28/19,12
7/29/19,14
7/30/19,10
7/31/19,14
8/1/19,48
8/2/19,25
8/3/19,19
8/4/19,16
8/5/19,12
8/6/19,12
8/7/19,14
8/8/19,11
8/9/19,9
8/10/19,13
8/11/19,12
8/12/19,13
8/13/19,13
8/14/19,19
8/15/19,21
8/16/19,11
8/17/19,17
8/18/19,18
8/19/19,15
8/20/19,12
8/21/19,13
8/22/19,11
8/23/19,14
8/24/19,11
8/25/19,14
8/26/19,11
8/27/19,11
8/28/19,11
8/29/19,12
8/30/19,14
8/31/19,20
9/1/19,31
9/2/19,15
9/3/19,16
9/4/19,7
9/5/19,27
9/6/19,14
9/7/19,12
9/8/19,10
9/9/19,18
9/10/19,11
9/11/19,17
9/12/19,8
9/13/19,11
9/14/19,8
9/15/19,15
9/16/19,10
9/17/19,18
9/18/19,9
9/19/19,20
9/20/19,18
9/21/19,12
9/22/19,16
9/23/19,9
9/24/19,11
9/25/19,12
9/26/19,10
9/27/19,7
9/28/19,11
9/29/19,10
9/30/19,15
10/1/19,32
10/2/19,10
10/3/19,15
10/4/19,19
10/5/19,13
10/6/19,11
10/7/19,19
10/8/19,11
10/9/19,15
10/10/19,16
10/11/19,15
10/12/19,11
10/13/19,10
10/14/19,9
10/15/19,18
10/16/19,18
10/17/19,10
10/18/19,10
10/19/19,17
10/20/19,9
10/21/19,13
10/22/19,12
10/23/19,21
10/24/19,13
10/25/19,13
10/26/19,10
10/27/19,10
10/28/19,12
10/29/19,14
10/30/19,12
10/31/19,7
11/1/19,49
11/2/19,16
11/3/19,19
11/4/19,15
11/5/19,9
11/6/19,16
11/7/19,18
11/8/19,13
11/9/19,7
11/10/19,12
11/11/19,16
11/12/19,10
11/13/19,6
11/14/19,10
11/15/19,16
11/16/19,19
11/17/19,10
11/18/19,20
11/19/19,21
11/20/19,21
11/21/19,10
11/22/19,14
11/23/19,8
11/24/19,12
11/25/19,22
11/26/19,7
11/27/19,11
11/28/19,11
11/29/19,13
11/30/19,11
12/1/19,36
12/2/19,19
12/3/19,21
12/4/19,19
12/5/19,18
12/6/19,16
12/7/19,14
12/8/19,17
12/9/19,18
12/10/19,15
12/11/19,13
12/12/19,10
12/13/19,15
12/14/19,18
12/15/19,16
12/16/19,10
12/17/19,22
12/18/19,11
12/19/19,14
12/20/19,20
12/21/19,15
12/22/19,11
12/23/19,18
12/24/19,16
12/25/19,9
12/26/19,12
12/27/19,20
12/28/19,18
12/29/19,11
12/30/19,12
12/31/19,15
1/1/20,124
1/2/20,14
1/3/20,23
1/4/20,13
1/5/20,11
1/6/20,17
1/7/20,14
1/8/20,12
1/9/20,8
1/10/20,8
1/11/20,8
1/12/20,9
1/13/20,14
1/14/20,12
1/15/20,16
1/16/20,9
1/17/20,8
1/18/20,12
1/19/20,8
1/20/20,20
1/21/20,8
1/22/20,12
1/23/20,13
1/24/20,16
1/25/20,14
1/26/20,7
1/27/20,21
1/28/20,12
1/29/20,19
1/30/20,12
1/31/20,16
2/1/20,35
2/2/20,17
2/3/20,17
2/4/20,8
2/5/20,13
2/6/20,12
2/7/20,9
2/8/20,9
2/9/20,8
2/10/20,8
2/11/20,12
2/12/20,17
2/13/20,11
2/14/20,17
2/15/20,16
2/16/20,11
2/17/20,13
2/18/20,12
2/19/20,13
2/20/20,20
2/21/20,5
2/22/20,11
2/23/20,15
2/24/20,11
2/25/20,13
2/26/20,14
2/27/20,6
2/28/20,14
2/29/20,6
3/1/20,47
3/2/20,25
3/3/20,19
3/4/20,15
3/5/20,14
3/6/20,10
3/7/20,10
3/8/20,18
3/9/20,5
3/10/20,7
3/11/20,17
3/12/20,8
3/13/20,15
3/14/20,9
3/15/20,22
3/16/20,11
3/17/20,12
3/18/20,12
3/19/20,8
3/20/20,16
3/21/20,11
3/22/20,7
3/23/20,8
3/24/20,7
3/25/20,9
3/26/20,10
3/27/20,5
3/28/20,15
3/29/20,9
3/30/20,14
3/31/20,5
4/1/20,38
4/2/20,6
4/3/20,9
4/4/20,8
4/5/20,9
4/6/20,3
4/7/20,10
4/8/20,8
4/9/20,11
4/10/20,14
4/11/20,10
4/12/20,12
4/13/20,11
4/14/20,13
4/15/20,12
4/16/20,17
4/17/20,12
4/18/20,9
4/19/20,9
4/20/20,18
4/21/20,8
4/22/20,12
4/23/20,10
4/24/20,16
4/25/20,11
4/26/20,8
4/27/20,11
4/28/20,14
4/29/20,9
4/30/20,11
5/1/20,49
5/2/20,14
5/3/20,12
5/4/20,10
5/5/20,21
5/6/20,13
5/7/20,12
5/8/20,12
5/9/20,5
5/10/20,9
5/11/20,13
5/12/20,7
5/13/20,16
5/14/20,10
5/15/20,16
5/16/20,10
5/17/20,11
5/18/20,7
5/19/20,16
5/20/20,16
5/21/20,10
5/22/20,15
5/23/20,15
5/24/20,7
5/25/20,20
5/26/20,5
5/27/20,9
5/28/20,12
5/29/20,17
5/30/20,26
5/31/20,46
6/1/20,76
6/2/20,20
6/3/20,8
6/4/20,9
6/5/20,9
6/6/20,14
6/7/20,14
6/8/20,9
6/9/20,16
6/10/20,14
6/11/20,12
6/12/20,8
6/13/20,7
6/14/20,7
6/15/20,16
6/16/20,12
6/17/20,15
6/18/20,11
6/19/20,23
6/20/20,14
6/21/20,11
6/22/20,14
6/23/20,17
6/24/20,13
6/25/20,8
6/26/20,12
6/27/20,14
6/28/20,18
6/29/20,10
6/30/20,10
7/1/20,51
7/2/20,15
7/3/20,18
7/4/20,14
7/5/20,26
7/6/20,12
7/7/20,19
7/8/20,8
7/9/20,11
7/10/20,19
7/11/20,13
7/12/20,13
7/13/20,16
7/14/20,16
7/15/20,20
7/16/20,17
7/17/20,12
7/18/20,11
7/19/20,14
7/20/20,23
7/21/20,13
7/22/20,14
7/23/20,14
7/24/20,23
7/25/20,17
7/26/20,27
7/27/20,15
7/28/20,19
7/29/20,9
7/30/20,20
7/31/20,16
8/1/20,50
8/2/20,8
8/3/20,16
8/4/20,16
8/5/20,9
8/6/20,9
8/7/20,18
8/8/20,19
8/9/20,12
8/10/20,25
8/11/20,8
8/12/20,16
8/13/20,16
8/14/20,17
8/15/20,8
8/16/20,16
8/17/20,17
8/18/20,14
8/19/20,13
8/20/20,16
8/21/20,18
8/22/20,9
8/23/20,9
8/24/20,11
8/25/20,20
8/26/20,26
8/27/20,16
8/28/20,8
8/29/20,14
8/30/20,16
8/31/20,19
9/1/20,62
9/2/20,19
9/3/20,16
9/4/20,15
9/5/20,18
9/6/20,21
9/7/20,18
9/8/20,14
9/9/20,13
9/10/20,13
9/11/20,17
9/12/20,11
9/13/20,19
9/14/20,10
9/15/20,21
9/16/20,11
9/17/20,15
9/18/20,12
9/19/20,14
9/20/20,17
9/21/20,21
9/22/20,12
9/23/20,21
9/24/20,15
9/25/20,24
9/26/20,17
9/27/20,11
9/28/20,20
9/29/20,16
9/30/20,17
10/1/20,63
10/2/20,14
10/3/20,7
10/4/20,19
10/5/20,11
10/6/20,12
10/7/20,21
10/8/20,18
10/9/20,14
10/10/20,21
10/11/20,21
10/12/20,23
10/13/20,13
10/14/20,22
10/15/20,29
10/16/20,18
10/17/20,20
10/18/20,19
10/19/20,19
10/20/20,27
10/21/20,14
10/22/20,13
10/23/20,18
10/24/20,12
10/25/20,21
10/26/20,11
10/27/20,11
10/28/20,19
10/29/20,10
10/30/20,19
10/31/20,14
11/1/20,68
11/2/20,25
11/3/20,14
11/4/20,18
11/5/20,22
11/6/20,24
11/7/20,19
11/8/20,13
11/9/20,16
11/10/20,23
11/11/20,19
11/12/20,12
11/13/20,19
11/14/20,16
11/15/20,23
11/16/20,18
11/17/20,22
11/18/20,22
11/19/20,18
11/20/20,19
11/21/20,20
11/22/20,15
11/23/20,21
11/24/20,14
11/25/20,25
11/26/20,18
11/27/20,17
11/28/20,19
11/29/20,18
11/30/20,24
12/1/20,86
12/2/20,17
12/3/20,29
12/4/20,18
12/5/20,24
12/6/20,17
12/7/20,21
12/8/20,25
12/9/20,26
12/10/20,30
12/11/20,23
12/12/20,23
12/13/20,13
12/14/20,27
12/15/20,31
12/16/20,15
12/17/20,14
12/18/20,19
12/19/20,33
12/20/20,39
12/21/20,26
12/22/20,30
12/23/20,28
12/24/20,27
12/25/20,7
12/26/20,19
12/27/20,14
12/28/20,22
12/29/20,15
12/30/20,20
12/31/20,32
1/1/21,81
1/2/21,11
1/3/21,16
1/4/21,14
1/5/21,8
1/6/21,13
1/7/21,9
1/8/21,9
1/9/21,7
1/10/21,9
1/11/21,10
1/12/21,13
1/13/21,12
1/14/21,11
1/15/21,3
1/16/21,6
1/17/21,12
1/18/21,9
1/19/21,10
1/20/21,18
1/21/21,14
1/22/21,10
1/23/21,10
1/24/21,11
1/25/21,11
1/26/21,20
1/27/21,9
1/28/21,15
1/29/21,13
1/30/21,15
1/31/21,9
2/1/21,32
2/2/21,5
2/3/21,10
2/4/21,10
2/5/21,19
2/6/21,9
2/7/21,6
2/8/21,8
2/9/21,11
2/10/21,12
2/11/21,13
2/12/21,22
2/13/21,17
2/14/21,8
2/15/21,9
2/16/21,11
2/17/21,14
2/18/21,28
2/19/21,21
2/20/21,18
2/21/21,20
2/22/21,12
2/23/21,17
2/24/21,12
2/25/21,28
2/26/21,28
2/27/21,21
2/28/21,14
3/1/21,52
3/2/21,8
3/3/21,30
3/4/21,27
3/5/21,21
3/6/21,13
3/7/21,6
3/8/21,11
3/9/21,15
3/10/21,21
3/11/21,20
3/12/21,21
3/13/21,15
3/14/21,8
3/15/21,15
3/16/21,15
3/17/21,23
3/18/21,19
3/19/21,12
3/20/21,28
3/21/21,20
3/22/21,20
3/23/21,24
3/24/21,30
3/25/21,28
3/26/21,18
3/27/21,10
3/28/21,15
3/29/21,18
3/30/21,30
3/31/21,37
4/1/21,60
4/2/21,19
4/3/21,15
4/4/21,18
4/5/21,26
4/6/21,30
4/7/21,26
4/8/21,17
4/9/21,15
4/10/21,21
4/11/21,17
4/12/21,16
4/13/21,10
4/14/21,6
4/15/21,13
4/16/21,17
4/17/21,7
4/18/21,8
4/19/21,10
4/20/21,10
4/21/21,17
4/22/21,19
4/23/21,19
4/24/21,10
4/25/21,15
4/26/21,21
4/27/21,12
4/28/21,13
4/29/21,24
4/30/21,25
5/1/21,44
5/2/21,13
5/3/21,11
5/4/21,13
5/5/21,28
5/6/21,13
5/7/21,13
5/8/21,12
5/9/21,12
5/10/21,12
5/11/21,11
5/12/21,19
5/13/21,16
5/14/21,14
5/15/21,22
5/16/21,13
5/17/21,20
5/18/21,20
5/19/21,24
5/20/21,21
5/21/21,14
5/22/21,32
5/23/21,26
5/24/21,24
5/25/21,16
5/26/21,14
5/27/21,34
5/28/21,11
5/29/21,20
5/30/21,12
5/31/21,11
6/1/21,64
6/2/21,29
6/3/21,16
6/4/21,11
6/5/21,11
6/6/21,12
6/7/21,16
6/8/21,14
6/9/21,16
6/10/21,21
6/11/21,21
6/12/21,16
6/13/21,20
6/14/21,17
6/15/21,22
6/16/21,19
6/17/21,30
6/18/21,17
6/19/21,21
6/20/21,24
6/21/21,17
6/22/21,13
6/23/21,18
6/24/21,16
6/25/21,19
6/26/21,10
6/27/21,23
6/28/21,22
6/29/21,19
6/30/21,17
7/1/21,59
7/2/21,35
7/3/21,13
7/4/21,17
7/5/21,20
7/6/21,25
7/7/21,24
7/8/21,13
7/9/21,20
7/10/21,16
7/11/21,19
7/12/21,15
7/13/21,21
7/14/21,21
7/15/21,20
7/16/21,16
7/17/21,19
7/18/21,12
7/19/21,13
7/20/21,20
7/21/21,16
7/22/21,14
7/23/21,15
7/24/21,15
7/25/21,13
7/26/21,30
7/27/21,27
7/28/21,21
7/29/21,29
7/30/21,37
7/31/21,38
8/1/21,61
8/2/21,17
8/3/21,23
8/4/21,37
8/5/21,26
8/6/21,17
8/7/21,18
8/8/21,17
8/9/21,16
8/10/21,16
8/11/21,16
8/12/21,19
8/13/21,17
8/14/21,14
8/15/21,17
8/16/21,26
8/17/21,23
8/18/21,20
8/19/21,20
8/20/21,19
8/21/21,21
8/22/21,23
8/23/21,23
8/24/21,16
8/25/21,27
8/26/21,18
8/27/21,28
8/28/21,14
8/29/21,15
8/30/21,14
8/31/21,18
9/1/21,74
9/2/21,14
9/3/21,17
9/4/21,18
9/5/21,13
9/6/21,17
9/7/21,17
9/8/21,22
9/9/21,24
9/10/21,18
9/11/21,13
9/12/21,21
9/13/21,30
9/14/21,18
9/15/21,25
9/16/21,19
9/17/21,8
9/18/21,14
9/19/21,18
9/20/21,25
9/21/21,25
9/22/21,18
9/23/21,22
9/24/21,16
9/25/21,13
9/26/21,13
9/27/21,21
9/28/21,23
9/29/21,19
9/30/21,23
10/1/21,84
10/2/21,12
10/3/21,25
10/4/21,11
10/5/21,20
10/6/21,34
10/7/21,20
10/8/21,22
10/9/21,19
10/10/21,24
10/11/21,23
10/12/21,23
10/13/21,17
10/14/21,21
10/15/21,26
10/16/21,25
10/17/21,11
10/18/21,34
10/19/21,28
10/20/21,19
10/21/21,22
10/22/21,31
10/23/21,24
10/24/21,15
10/25/21,23
10/26/21,29
10/27/21,22
10/28/21,20
10/29/21,22
10/30/21,15
10/31/21,20
11/1/21,106
11/2/21,17
11/3/21,28
11/4/21,15
11/5/21,20
11/6/21,13
11/7/21,20
11/8/21,24
11/9/21,25
11/10/21,30
11/11/21,18
11/12/21,27
11/13/21,14
11/14/21,12
11/15/21,32
11/16/21,23
11/17/21,25
11/18/21,27
11/19/21,18
11/20/21,28
11/21/21,26
11/22/21,31
11/23/21,24
11/24/21,35
11/25/21,11
11/26/21,29
11/27/21,21
11/28/21,13
11/29/21,26
11/30/21,34
12/1/21,94
12/2/21,40
12/3/21,38
12/4/21,25
12/5/21,26
12/6/21,40
12/7/21,37
12/8/21,35
12/9/21,31
12/10/21,35
12/11/21,35
12/12/21,27
12/13/21,32
12/14/21,32
12/15/21,59
12/16/21,49
12/17/21,48
12/18/21,20
12/19/21,33
12/20/21,52
12/21/21,50
12/22/21,51
12/23/21,50
12/24/21,61
12/25/21,42
12/26/21,44
12/27/21,74
12/28/21,61
12/29/21,57
12/30/21,80
12/31/21,96
1/1/22,47
1/2/22,6
1/3/22,11
1/4/22,8
1/5/22,9
1/6/22,9
1/7/22,17
1/8/22,12
1/9/22,6
1/10/22,15
1/11/22,15
1/12/22,21
1/13/22,21
1/14/22,15
1/15/22,5
1/16/22,13
1/17/22,7
1/18/22,8
1/19/22,17
1/20/22,13
1/21/22,10
1/22/22,11
1/23/22,5
1/24/22,9
1/25/22,8
1/26/22,13
1/27/22,18
1/28/22,13
1/29/22,13
1/30/22,14
1/31/22,12
2/1/22,23
2/2/22,13
2/3/22,17
2/4/22,14
2/5/22,13
2/6/22,7
2/7/22,8
2/8/22,11
2/9/22,15
2/10/22,20
2/11/22,17
2/12/22,12
2/13/22,13
2/14/22,17
2/15/22,17
2/16/22,24
2/17/22,20
2/18/22,15
2/19/22,21
2/20/22,14
2/21/22,27
2/22/22,22
2/23/22,20
2/24/22,17
2/25/22,23
2/26/22,18
2/27/22,17
2/28/22,15
3/1/22,37
3/2/22,28
3/3/22,35
3/4/22,24
3/5/22,23
3/6/22,22
3/7/22,20
3/8/22,20
3/9/22,34
3/10/22,22
3/11/22,15
3/12/22,26
3/13/22,20
3/14/22,26
3/15/22,15
3/16/22,18
3/17/22,19
3/18/22,16
3/19/22,6
3/20/22,14
3/21/22,14
3/22/22,20
3/23/22,17
3/24/22,19
3/25/22,21
3/26/22,7
3/27/22,12
3/28/22,12
3/29/22,8
3/30/22,22
3/31/22,15
4/1/22,39
4/2/22,14
4/3/22,7
4/4/22,17
4/5/22,13
4/6/22,19
4/7/22,18
4/8/22,13
4/9/22,12
4/10/22,15
4/11/22,17
4/12/22,9
4/13/22,14
4/14/22,14
4/15/22,23
4/16/22,13
4/17/22,3
4/18/22,7
4/19/22,15
4/20/22,14
4/21/22,17
4/22/22,15
4/23/22,8
4/24/22,15
4/25/22,8
4/26/22,18
4/27/22,13
4/28/22,18
4/29/22,12
4/30/22,8
5/1/22,37
5/2/22,11
5/3/22,10
5/4/22,15
5/5/22,13
5/6/22,14
5/7/22,8
5/8/22,10
5/9/22,11
5/10/22,14
5/11/22,22
5/12/22,10
5/13/22,24
5/14/22,12
5/15/22,10
5/16/22,11
5/17/22,10
5/18/22,13
5/19/22,14
5/20/22,9
5/21/22,12
5/22/22,6
5/23/22,24
5/24/22,10
5/25/22,13
5/26/22,12
5/27/22,15
5/28/22,12
5/29/22,18
5/30/22,10
5/31/22,20
6/1/22,58
6/2/22,28
6/3/22,14
6/4/22,12
6/5/22,16
6/6/22,14
6/7/22,14
6/8/22,12
6/9/22,18
6/10/22,16
6/11/22,18
6/12/22,3
6/13/22,15
6/14/22,13
6/15/22,23
6/16/22,18
6/17/22,19
6/18/22,20
6/19/22,12
6/20/22,22
6/21/22,17
6/22/22,16
6/23/22,13
6/24/22,17
6/25/22,16
6/26/22,20
6/27/22,26
6/28/22,22
6/29/22,15
6/30/22,23
7/1/22,51
7/2/22,26
7/3/22,12
7/4/22,22
7/5/22,15
7/6/22,14
7/7/22,19
7/8/22,19
7/9/22,17
7/10/22,15
7/11/22,18
7/12/22,15
7/13/22,11
7/14/22,19
7/15/22,16
7/16/22,18
7/17/22,21
7/18/22,15
7/19/22,15
7/20/22,19
7/21/22,21
7/22/22,26
7/23/22,15
7/24/22,12
7/25/22,14
7/26/22,23
7/27/22,13
7/28/22,20
7/29/22,34
7/30/22,34
7/31/22,19
8/1/22,63
8/2/22,14
8/3/22,31
8/4/22,18
8/5/22,16
8/6/22,24
8/7/22,18
8/8/22,26
8/9/22,20
8/10/22,31
8/11/22,23
8/12/22,20
8/13/22,17
8/14/22,17
8/15/22,25
8/16/22,24
8/17/22,16
8/18/22,15
8/19/22,20
8/20/22,17
8/21/22,12
8/22/22,21
8/23/22,22
8/24/22,20
8/25/22,22
8/26/22,14
8/27/22,22
8/28/22,14
8/29/22,12
8/30/22,14
8/31/22,23
9/1/22,76
9/2/22,17
9/3/22,23
9/4/22,16
9/5/22,15
9/6/22,18
9/7/22,29
9/8/22,28
9/9/22,25
9/10/22,11
9/11/22,15
9/12/22,18
9/13/22,14
9/14/22,20
9/15/22,35
9/16/22,19
9/17/22,12
9/18/22,16
9/19/22,16
9/20/22,18
9/21/22,28
9/22/22,24
9/23/22,22
9/24/22,22
9/25/22,14
9/26/22,19
9/27/22,22
9/28/22,21
9/29/22,27
9/30/22,11
10/1/22,86
10/2/22,15
10/3/22,22
10/4/22,17
10/5/22,16
10/6/22,23
10/7/22,19
10/8/22,19
10/9/22,13
10/10/22,20
10/11/22,20
10/12/22,17
10/13/22,17
10/14/22,29
10/15/22,32
10/16/22,20
10/17/22,22
10/18/22,34
10/19/22,23
10/20/22,14
10/21/22,16
10/22/22,21
10/23/22,25
10/24/22,22
10/25/22,18
10/26/22,28
10/27/22,24
10/28/22,25
10/29/22,19
10/30/22,12
10/31/22,24
11/1/22,89
11/2/22,29
11/3/22,36
11/4/22,15
11/5/22,22
11/6/22,16
11/7/22,26
11/8/22,22
11/9/22,19
11/10/22,32
11/11/22,29
11/12/22,15
11/13/22,14
11/14/22,23
11/15/22,37
11/16/22,22
11/17/22,20
11/18/22,31
11/19/22,16
11/20/22,22
11/21/22,25
11/22/22,28
11/23/22,31
11/24/22,25
11/25/22,31
11/26/22,17
11/27/22,18
11/28/22,37
11/29/22,30
11/30/22,46
12/1/22,93
12/2/22,45
12/3/22,31
12/4/22,23
12/5/22,34
12/6/22,49
12/7/22,43
12/8/22,35
12/9/22,41
12/10/22,34
12/11/22,26
12/12/22,43
12/13/22,36
12/14/22,52
12/15/22,42
12/16/22,55
12/17/22,42
12/18/22,48
12/19/22,64
12/20/22,66
12/21/22,58
12/22/22,81
12/23/22,56
12/24/22,44
12/25/22,39
12/26/22,52
12/27/22,75
12/28/22,84
12/29/22,88
12/30/22,140
12/31/22,193
1/1/23,954
1/2/23,646
1/3/23,732
1/4/23,680
1/5/23,651
1/6/23,720
1/7/23,713
1/8/23,609
1/9/23,657
1/10/23,650
1/11/23,741
1/12/23,671
1/13/23,695
1/14/23,760
1/15/23,753
1/16/23,671
1/17/23,728
1/18/23,680
1/19/23,681
1/20/23,671
1/21/23,717
1/22/23,645
1/23/23,673
1/24/23,631
1/25/23,612
1/26/23,593
1/27/23,646
1/28/23,646
1/29/23,543
1/30/23,574
1/31/23,531
2/1/23,669
2/2/23,639
2/3/23,632
2/4/23,689
2/5/23,630
2/6/23,689
2/7/23,680
2/8/23,640
2/9/23,607
2/10/23,706
2/11/23,717
2/12/23,662
2/13/23,660
2/14/23,680
2/15/23,615
2/16/23,606
2/17/23,676
2/18/23,664
2/19/23,725
2/20/23,629
2/21/23,591
2/22/23,544
2/23/23,640
2/24/23,623
2/25/23,645
2/26/23,667
2/27/23,629
2/28/23,670
3/1/23,696
3/2/23,589
3/3/23,679
3/4/23,602
3/5/23,649
3/6/23,646
3/7/23,675
3/8/23,634
3/9/23,614
3/10/23,684
3/11/23,663
3/12/23,555
3/13/23,649
3/14/23,629
3/15/23,700
3/16/23,674
3/17/23,655
3/18/23,611
3/19/23,650
3/20/23,697
3/21/23,681
3/22/23,673
3/23/23,675
3/24/23,708
3/25/23,673
3/26/23,670
3/27/23,655
3/28/23,717
3/29/23,670
3/30/23,659
3/31/23,740
4/1/23,776
4/2/23,669
4/3/23,664
4/4/23,660
4/5/23,660
4/6/23,673
4/7/23,678
4/8/23,687
4/9/23,675
4/10/23,692
4/11/23,679
4/12/23,720
4/13/23,712
4/14/23,783
4/15/23,769
4/16/23,679
4/17/23,612
4/18/23,675
4/19/23,694
4/20/23,694
4/21/23,673
4/22/23,694
4/23/23,651
4/24/23,622
4/25/23,661
4/26/23,631
4/27/23,676
4/28/23,699
4/29/23,593
4/30/23,658
5/1/23,665
5/2/23,657
5/3/23,654
5/4/23,671
5/5/23,659
5/6/23,678
5/7/23,673
5/8/23,678
5/9/23,733
5/10/23,736
5/11/23,707
5/12/23,679
5/13/23,657
5/14/23,660
5/15/23,691
5/16/23,711
5/17/23,671
5/18/23,730
5/19/23,708
5/20/23,716
5/21/23,743
5/22/23,789
5/23/23,727
5/24/23,698
5/25/23,721
5/26/23,714
5/27/23,732
5/28/23,794
5/29/23,731
5/30/23,698
5/31/23,681
6/1/23,745
6/2/23,779
6/3/23,762
6/4/23,720
6/5/23,762
6/6/23,711
6/7/23,705
6/8/23,652
6/9/23,680
6/10/23,757
6/11/23,655
6/12/23,707
6/13/23,682
6/14/23,687
6/15/23,685
6/16/23,712
6/17/23,717
6/18/23,780
6/19/23,720
6/20/23,759
6/21/23,682
6/22/23,761
6/23/23,775
6/24/23,750
6/25/23,848
6/26/23,794
6/27/23,753
6/28/23,642
6/29/23,709
6/30/23,769
7/1/23,779
7/2/23,620
7/3/23,760
7/4/23,781
7/5/23,764
7/6/23,671
7/7/23,716
7/8/23,708
7/9/23,773
